First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Race,Age Group,Second Doses ~ Percent of Total,Data Format
,,Missing or Undisclosed,,Vance ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.0334256329113924,0.0633195953540652,Missing or Undisclosed,0.015822784810126583,Northampton ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.09815950920245399,County
,0.0006430868167202571,Missing or Undisclosed,,Montgomery ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.016527796749077995,Missing or Undisclosed,,Wilkes ,Race,Missing or Undisclosed,Other,Missing or Undisclosed,0.02112163146394756,County
0.0015408320493066256,0.0008493771234428086,Missing or Undisclosed,0.0005136106831022085,Chowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Suppressed,0.0009643201542912247,County
,0.011327594019030357,Missing or Undisclosed,,Yadkin ,Race,Missing or Undisclosed,Other,Missing or Undisclosed,0.010058403634003895,County
,0.00042872454448017146,Missing or Undisclosed,,Henderson ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00027218290691344586,County
0.05857805655633602,0.12627109174209408,Missing or Undisclosed,0.03470620253492652,Iredell ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1567732115677321,County
0.015345268542199489,0.008391608391608392,Missing or Undisclosed,0.005115089514066497,Caswell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.007162041181736795,County
0.10259978199865488,0.932349841938883,Missing or Undisclosed,0.03501936501310327,Stokes ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.9009546539379475,County
0.3979656706929434,0.38746342561332436,Missing or Undisclosed,0.1581228688666705,Catawba ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2580888595415527,County
0.05666325163527465,0.08971799351135512,Missing or Undisclosed,0.03097170777839073,Beaufort ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.20153846153846156,County
0.022775200337410376,0.015663524292965917,Missing or Undisclosed,0.00780261493040911,Pender ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.013790532985464031,County
0.002107481559536354,0.0010152284263959391,Missing or Undisclosed,0.001053740779768177,Gates ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Suppressed,0.0015220700152207003,County
,,Missing or Undisclosed,,Durham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.00019821605550049553,Missing or Undisclosed,,Columbus ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.1023482498892335,0.04904458598726114,Missing or Undisclosed,0.03898980948161276,Currituck ,Race,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.05336567616737417,County
0.039154327583575024,0.12101910828025478,Missing or Undisclosed,0.026217371393680355,Rockingham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.24963662790697674,County
,,Missing or Undisclosed,,Chatham ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.4943155979990905,0.3369497830130192,Missing or Undisclosed,0.14051841746248295,Martin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.39819587628865977,County
,0.0005202913631633715,Missing or Undisclosed,,Bertie ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.12783450470759847,0.9895298706631083,Missing or Undisclosed,0.06627768200503913,Person ,Ethnicity,Non-Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.990487514863258,County
0.08315460896523899,0.4019708478751796,Male,0.02630964262204574,Cleveland ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.37947932618683006,County
0.06087005095374333,0.21084910025490675,Missing or Undisclosed,0.03857475239589456,Wake ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.3081205866376969,County
0.136538158102351,0.5881286814680562,Female,0.09656550781044548,Yadkin ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.5957170668397145,County
0.10568903273994772,0.4064145524174246,Male,0.03220050624507241,Halifax ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.39211723092470946,County
,0.0023538642604943112,Missing or Undisclosed,,Duplin ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.006172839506172839,County
0.10298830662624513,0.24409772120714432,Missing or Undisclosed,0.04530099610220875,Person ,Race,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.20729290527150218,County
0.0677361853832442,0.005511240029006527,Missing or Undisclosed,0.024955436720142603,Pender ,Race,Missing or Undisclosed,Asian or Pacific Islander,Missing or Undisclosed,0.005218039508013418,County
0.05666325163527465,0.08971799351135512,Missing or Undisclosed,0.03097170777839073,Beaufort ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.20153846153846156,County
0.061895551257253385,0.013372335979941495,Missing or Undisclosed,0.017408123791102514,Yancey ,Race,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.012430939226519336,County
0.028468142792589246,0.033923859781379566,Missing or Undisclosed,0.012652507907817443,Alamance ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.03127443315089914,County
,0.002265518803806072,Missing or Undisclosed,,Yadkin ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0019467878001297857,County
,,Missing or Undisclosed,,Davidson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.0005662514156285391,Missing or Undisclosed,,Chowan ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.057841726618705035,0.09234303215926493,Missing or Undisclosed,0.02481215027977618,Union ,Race,Missing or Undisclosed,Black or African-American,Missing or Undisclosed,0.07146804199668447,County
,0.00031090660365626165,Missing or Undisclosed,,Moore ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0001205836247437598,County
0.4921195652173913,0.35000241580905445,Missing or Undisclosed,0.3004755434782609,Gaston ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.40041644034039475,County
,,Missing or Undisclosed,,Lenoir ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.001260239445494644,Missing or Undisclosed,,Cherokee ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.001397624039133473,Missing or Undisclosed,,Alexander ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0015159171298635675,County
0.013853132279024152,0.024171122994652405,Missing or Undisclosed,0.007723427730783376,Jackson ,Age Group,Missing or Undisclosed,Missing or Undisclosed,18-24,0.04548736462093862,County
0.18230813915962046,0.8365790447982229,Missing or Undisclosed,0.09000839088620667,Chatham ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.8896331738437002,County
0.5048678720445062,0.5995045417010735,Missing or Undisclosed,0.09596662030598054,Clay ,Age Group,Missing or Undisclosed,Missing or Undisclosed,75+,0.5168539325842696,County
0.06981283329267017,0.3928991761475088,Male,0.02397964518490119,Duplin ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.38608305274971944,County
,7.772423441629099e-05,Missing or Undisclosed,,Guilford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.023529411764705882,Missing or Undisclosed,,Jackson ,Race,Missing or Undisclosed,Other,Missing or Undisclosed,0.025992779783393503,County
0.03836661431456136,0.08187694517596361,Missing or Undisclosed,0.023446264303343057,Macon ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.16126543209876543,County
,0.00021353833013025838,Missing or Undisclosed,,Surry ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005226025607525477,County
,0.0039447731755424065,Missing or Undisclosed,,Polk ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00591016548463357,County
,0.002224694104560623,Missing or Undisclosed,,Swain ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0023364485981308414,County
0.043634705047638354,0.10480827754108338,Missing or Undisclosed,0.026657206568011352,Lincoln ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.13504492939666238,County
0.11501360127681359,0.9639344813951728,Missing or Undisclosed,0.04988305913293115,Wake ,Ethnicity,Non-Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.9640529215488476,County
0.07668161434977579,0.01054481546572935,Missing or Undisclosed,0.04304932735426009,New Hanover ,Race,Missing or Undisclosed,Asian or Pacific Islander,Missing or Undisclosed,0.010407068133774188,County
,0.0011740684022460439,Missing or Undisclosed,,Union ,Ethnicity,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.6660603855947618,0.2164558458446625,Missing or Undisclosed,0.4037831938886868,Pasquotank ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.25825965565379244,County
,,Missing or Undisclosed,,Robeson ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.02996845425867508,0.06275805119735756,Missing or Undisclosed,0.018533123028391166,Clay ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.17602996254681647,County
0.11143031252720467,0.44755244755244755,Male,0.03882649952119788,Caswell ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.39928379588182633,County
,,Missing or Undisclosed,,Onslow ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.00026441036488630354,Missing or Undisclosed,,Davidson ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002187944426211574,County
0.09054209919261823,0.17600896860986548,Missing or Undisclosed,0.04988465974625144,Camden ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.2096969696969697,County
,0.0006322444678609062,Missing or Undisclosed,,Stokes ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.03054989816700611,0.009038867128653209,Missing or Undisclosed,0.016293279022403257,Hertford ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.017112299465240642,County
0.043634705047638354,0.10480827754108338,Missing or Undisclosed,0.026657206568011352,Lincoln ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.13504492939666238,County
,,Missing or Undisclosed,,Pitt ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.010998307952622674,0.007230255839822024,Missing or Undisclosed,0.005922165820642978,Swain ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.01635514018691589,County
0.052410383189122375,0.09876543209876543,Missing or Undisclosed,0.031396786155747834,Alexander ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1283476503284487,County
0.14401235154824485,0.980698671106589,Missing or Undisclosed,0.08221838877494193,New Hanover ,Ethnicity,Non-Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.984280990839612,County
0.04822541316716337,0.10933660933660933,Missing or Undisclosed,0.027126794906529396,Rowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1490787269681742,County
0.303971119133574,0.39726350554376033,Missing or Undisclosed,0.04530685920577617,Rockingham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1824127906976744,County
0.08075734157650695,0.10346534653465347,Missing or Undisclosed,0.03207109737248841,Alleghany ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.11908177905308465,County
,0.0008556149732620321,Missing or Undisclosed,,Jackson ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.017885532591414944,0.01335113484646195,Missing or Undisclosed,0.011526232114467409,Lee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.015466666666666667,County
0.0341165111039588,0.016601409553641346,Missing or Undisclosed,0.02027679433537174,Davie ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.017716535433070866,County
,,Missing or Undisclosed,,Cumberland ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,,Missing or Undisclosed,,Person ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.000418147606104955,Missing or Undisclosed,,Carteret ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00021353833013025838,County
,0.0009501832496267137,Missing or Undisclosed,,Lenoir ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.00045167118337850043,0.00010453690152623876,Missing or Undisclosed,0.00045167118337850043,Carteret ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00021353833013025838,County
0.500517063081696,0.3808025177025964,Missing or Undisclosed,0.1768355739400207,Graham ,Age Group,Missing or Undisclosed,Missing or Undisclosed,75+,0.41404358353510895,County
,,Missing or Undisclosed,,Harnett ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.0025477707006369425,Missing or Undisclosed,,Currituck ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.004244996967859309,County
0.6122055758719673,0.2619566406151413,Missing or Undisclosed,0.27486138964256224,Wake ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.2712035384496004,County
,,Missing or Undisclosed,,Transylvania ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.0014756517461878996,0.00035431675918270935,Missing or Undisclosed,0.0014756517461878996,Haywood ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.000741839762611276,County
,0.00022655188038060717,Missing or Undisclosed,,Yadkin ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.12516704878437526,0.574442943956786,Female,0.0758922550666356,Catawba ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.5839071785680596,County
0.1289722606015517,0.055727767445064406,Missing or Undisclosed,0.08784142841959826,Durham ,Race,Missing or Undisclosed,Asian or Pacific Islander,Missing or Undisclosed,0.07066216389518232,County
0.03597617471872932,0.13456777898801864,Missing or Undisclosed,0.02242223692918597,Wayne ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.1904654823476501,County
,0.0024798512089274642,Missing or Undisclosed,,Martin ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.010620075368276806,Missing or Undisclosed,,Ashe ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.012806830309498397,County
0.3635493137567826,0.38522491182296953,Missing or Undisclosed,0.13173133920021887,Gaston ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.26154263986963605,County
0.011541420877147986,0.007634882931795046,Missing or Undisclosed,0.00718132854578097,Richmond ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.01583710407239819,County
0.43077397471477025,0.3816418522059828,Missing or Undisclosed,0.23820536540240517,Wilkes ,Age Group,Missing or Undisclosed,Missing or Undisclosed,75+,0.5626365622723962,County
0.00040474905558553697,9.249838127832764e-05,Missing or Undisclosed,0.0002698327037236913,New Hanover ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00010840695972681446,County
,0.0004869141813755325,Missing or Undisclosed,,Lincoln ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00025673940949935817,County
,,Missing or Undisclosed,,Rowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.018194301407483692,0.0108807226442209,Missing or Undisclosed,0.010641949879848954,Person ,Age Group,Missing or Undisclosed,Missing or Undisclosed,18-24,0.012286959968291716,County
,0.00012436264146250468,Missing or Undisclosed,,Moore ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.04694624111971159,0.18080653394589075,Missing or Undisclosed,0.03226062983776906,Union ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.2241665131700129,County
0.524759793052476,0.31110332135658575,Missing or Undisclosed,0.2660753880266075,Harnett ,Age Group,Missing or Undisclosed,Missing or Undisclosed,75+,0.3307607497243661,County
0.14867177872107354,0.5895208361612596,Female,0.06647952896070108,Lenoir ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.6131986106725608,County
0.3008994276369583,0.3128719605509267,Missing or Undisclosed,0.12101390024529844,Rutherford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.33393501805054154,County
0.06136060471320587,0.10815047021943573,Missing or Undisclosed,0.03379279679857715,Jones ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.15702479338842976,County
,0.4370230231514141,Missing or Undisclosed,,Missing ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.26618278773515036,County
,,Missing or Undisclosed,,Richmond ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,,Missing or Undisclosed,,Pamlico ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.02331455216631047,0.015111446921042689,Missing or Undisclosed,0.01282300369147076,Granville ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.01589212617385023,County
0.004826060727930827,0.013348164627363737,Missing or Undisclosed,0.0020108586366378444,Swain ,Race,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.02336448598130841,County
0.03180435884439939,0.09045045045045046,Missing or Undisclosed,0.014064875823618855,Anson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.1574468085106383,County
,,Missing or Undisclosed,,Beaufort ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.001036653091447612,Missing or Undisclosed,,Chatham ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0011164274322169058,County
,0.000589159465828751,Missing or Undisclosed,,Nash ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,,Missing or Undisclosed,,Franklin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.05267711237143132,0.11701900491138159,Missing or Undisclosed,0.036095357108526384,Surry ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.19623726156258167,County
0.06404099770642202,0.4929655172413793,Missing or Undisclosed,0.03340022935779816,Hoke ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.5753086419753086,County
0.09486257066402028,0.2268700995973723,Missing or Undisclosed,0.06923744882950256,Pitt ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.3442897426859359,County
,9.819324430479182e-05,Missing or Undisclosed,,Nash ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.00019803940984255866,Missing or Undisclosed,,Wayne ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.0007877560207067297,Missing or Undisclosed,,Catawba ,Ethnicity,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00018866144703329874,County
0.018518518518518517,0.012528473804100227,Missing or Undisclosed,0.007856341189674524,Greene ,Age Group,Missing or Undisclosed,Missing or Undisclosed,18-24,0.02098950524737631,County
,0.3125761559674213,Missing or Undisclosed,,Missing ,Age Group,Missing or Undisclosed,Missing or Undisclosed,75+,0.4303066212412976,County
0.012089810017271158,0.006703375628441465,Missing or Undisclosed,0.004317789291882556,Macon ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.007716049382716049,County
0.015687027788449225,0.03709872804360993,Missing or Undisclosed,0.0076194134972467666,Watauga ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.0326027397260274,County
,0.0006800870511425463,Missing or Undisclosed,,Guilford ,Ethnicity,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.000411815356969039,County
0.10493222891566265,0.9547790339157246,Missing or Undisclosed,0.034375,Ashe ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.9743863393810032,County
0.04664435546524831,0.06591782441619864,Missing or Undisclosed,0.0347815693539712,Brunswick ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.14833694405505288,County
0.07838360842344906,0.40610993158763864,Male,0.023107569721115537,Rockingham ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.36882267441860467,County
0.0018587360594795538,0.00039110515141356576,Missing or Undisclosed,0.0015932023366967605,Iredell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0007024938531787848,County
0.0007996801279488205,0.00023643456673365647,Missing or Undisclosed,0.0,Pasquotank ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.0004718093890068412,Missing or Undisclosed,,Rockingham ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.35677352637021714,0.38068965517241377,Missing or Undisclosed,0.11504653567735264,Hoke ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.27469135802469136,County
,0.0018578063594140762,Missing or Undisclosed,,Henderson ,Ethnicity,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0010887316276537834,County
0.03935440643228756,0.13200687466948705,Missing or Undisclosed,0.029875453255557308,Davidson ,Age Group,Missing or Undisclosed,Missing or Undisclosed,25-49,0.16584618750683733,County
0.08938299055030573,0.14021625392396234,Missing or Undisclosed,0.0376876042245692,Vance ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14894551845342707,County
0.0428843160989106,0.09729305610043154,Missing or Undisclosed,0.019972332699291027,Duplin ,Age Group,Missing or Undisclosed,Missing or Undisclosed,50-64,0.12962962962962962,County
0.09584146649343292,0.6942892509451005,Missing or Undisclosed,0.051680716251747215,Mecklenburg ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.7591009813232036,County
0.4028114396509937,0.2503766194636939,Missing or Undisclosed,0.1454192922927775,Hertford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3208556149732621,County
0.001201923076923077,0.00028312570781426955,Missing or Undisclosed,0.0,Chowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.000630119722747322,Missing or Undisclosed,,Cherokee ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.2270886075949367,0.6362454190802695,Missing or Undisclosed,0.12691983122362868,Pasquotank ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.699860400186133,County
0.5449871465295629,0.2376681614349776,Missing or Undisclosed,0.33161953727506427,Camden ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.31272727272727274,County
0.2299800512966657,0.760603204524034,Missing or Undisclosed,0.09233399829011114,Hyde ,Race,Missing or Undisclosed,White,Missing or Undisclosed,0.8202531645569621,County
0.050406028239081135,0.09992748368382887,Missing or Undisclosed,0.031384885507352404,Pender ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.15989563920983973,County
0.13333333333333333,0.31504702194357365,Missing or Undisclosed,0.04046434494195688,Jones ,Race,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.25206611570247933,County
,,Missing or Undisclosed,,Cleveland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
0.01027248193610168,0.010434167477230524,Missing or Undisclosed,0.006529119874640899,Randolph ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.013693627898484571,County
,0.0007804370447450572,Missing or Undisclosed,,Bertie ,Ethnicity,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0016420361247947456,County
0.0049504950495049506,0.0007555723460521346,Missing or Undisclosed,0.004125412541254125,Granville ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0012039489525644113,County
,9.663236217809344e-05,Missing or Undisclosed,,Gaston ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
0.016209476309226933,0.009715994020926755,Missing or Undisclosed,0.011400071250445315,Surry ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.016723281944081528,County
0.0004103405826836274,0.0001483459427384661,Missing or Undisclosed,0.0,Lee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,,Missing or Undisclosed,,Perquimans ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Suppressed,,County
,0.00010264832683227263,Missing or Undisclosed,,Cleveland ,Race,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,0.026905829596412557,Missing or Undisclosed,,Camden ,Race,Missing or Undisclosed,Other,Missing or Undisclosed,0.020606060606060607,County
0.02813573883161512,0.009700111069974083,Missing or Undisclosed,0.01825601374570447,Chatham ,Age Group,Missing or Undisclosed,Missing or Undisclosed,18-24,0.013556618819776715,County
,0.00011253657438667567,Missing or Undisclosed,,Catawba ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,County
,,Missing or Undisclosed,,Duplin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,,Missing or Undisclosed,,Cabarrus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,County
,0.00033932813030200206,Missing or Undisclosed,,Richmond ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005656108597285068,County
,0.00023293733985557886,Missing or Undisclosed,,Alexander ,Gender,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005053057099545224,County
,0.023102310231023104,Missing or Undisclosed,,Tyrrell ,Race,Missing or Undisclosed,Other,Missing or Undisclosed,0.02242152466367713,County
0.04747844573048305,0.10757291945410757,Missing or Undisclosed,0.03448683122711704,Transylvania ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,25-49,0.24957264957264957,County
0.41415051825146465,0.34889901290812453,Missing or Undisclosed,0.051825146462370436,Greene ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1724137931034483,County
0.005182625863770977,0.00416584011108907,Missing or Undisclosed,0.0032082922013820336,Edgecombe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,18-24,0.00896551724137931,County
0.03874538745387454,0.00819672131147541,Missing or Undisclosed,0.005535055350553505,Pamlico ,Ethnicity,Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.0034207525655644243,County
,0.0013372620126926563,Missing or Undisclosed,,Forsyth ,Age Group,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00132532615448333,County
0.5480290308808881,0.40257160777754547,Missing or Undisclosed,0.3216166216023908,Carteret ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.482596626094384,County
0.3717312894499549,0.3841136734218495,Missing or Undisclosed,0.0563570784490532,Alexander ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1263264274886306,County
0.08736743038365113,0.9768326111946237,Missing or Undisclosed,0.042651629588035714,Randolph ,Ethnicity,Non-Hispanic,Missing or Undisclosed,Missing or Undisclosed,0.9846631367536973,County
