At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,county1
3210,6320,6408,6402,6424,4325,4321,4300,2288,2083,2081,2020,922,2084,4327,12212,11387,Hertford,0,0,0,0,13,41,12,22610,4115,10743,11222,11427,4309,11475,12019,12286,41,12,93,41,27,41,12,12,19299,4836,23677,20898,3099,677,3580,3489,3575,8613,8596,8489,3605,8335,2892,3308,3308,3233,667,7977,8067,8078,3436,7839,HERTFORD COUNTY
13938,26098,26413,26373,26436,11169,11148,11024,6368,15146,15127,14976,7511,15149,11172,49134,46685,Rockingham,98,98,98,59,115,571,360,86406,16629,44085,45868,46742,17055,46326,48218,49261,571,360,618,571,354,399,360,276,72695,18996,91010,79246,14263,2930,15462,15088,15455,33181,33108,32559,13771,31492,13522,14648,14648,14309,2902,31199,31677,31695,13451,30203,ROCKINGHAM COUNTY
13848,25029,25479,25409,25486,7916,7884,7810,4671,16419,16381,16129,8837,16421,7917,48610,45257,Carteret,1144,1144,1090,340,1148,7013,5227,66672,16956,42577,44450,45289,17694,45605,47678,48734,6854,5139,7105,6379,1530,5248,4769,1015,57537,17867,69473,62070,12073,2546,13528,13130,13525,28101,28072,27694,13618,27153,11660,13040,13038,12670,2632,26641,26992,27001,13309,26148,CARTERET COUNTY
115448,400229,419253,415747,419384,147837,146328,140603,38736,269708,267711,257928,76097,269713,147897,752967,710180,Mecklenburg,1708,1708,1698,615,1774,9686,5721,1037049,123546,631342,679225,710923,127376,667767,718555,756147,9653,5708,9791,9530,3199,5775,5631,2269,852079,127686,1110356,937616,228923,24440,268669,254916,268161,477687,475120,453986,99737,429314,220397,259098,259067,245887,24302,427630,445392,446050,96975,405314,MECKLENBURG COUNTY
2075,4333,4574,4541,4585,2109,2099,2070,1210,1218,1218,1186,537,1218,2109,9542,8269,Swain,1247,1224,1077,328,1258,4041,3039,13403,2524,7282,7842,8303,2663,8389,9048,9618,3653,2709,4112,3198,521,3069,2335,430,11137,2803,14271,12138,1227,248,1330,1318,1330,4176,4171,4077,1894,3964,1102,1199,1198,1186,230,3947,4032,4035,1864,3845,SWAIN COUNTY
2810,5613,5697,5680,5699,3815,3798,3757,1829,1882,1882,1856,981,1882,3817,10063,9474,Avery,,,,,,133,72,16905,3568,9126,9363,9512,3759,9699,9932,10142,133,72,191,133,95,105,72,51,14969,4020,17557,15935,1511,315,1655,1644,1655,8296,8275,8155,3349,8055,1410,1544,1544,1538,306,7753,7858,7863,3211,7644,AVERY COUNTY
6122,13017,13409,13341,13423,7714,7653,7442,3560,5649,5642,5529,2536,5649,7715,28261,25996,Vance,46,46,46,26,59,449,313,41780,7969,23684,25293,26048,8174,25470,27325,28393,449,313,487,449,238,341,313,202,34092,8487,44535,37671,7096,1220,7829,7686,7822,20077,19990,19190,6716,17925,6762,7434,7431,7322,1237,17658,18252,18273,6530,16609,VANCE COUNTY
6955,14000,14186,14177,14212,11215,11209,11091,5744,2950,2947,2888,1200,2950,11217,28893,26911,Halifax,21,21,21,11,45,547,321,47245,9494,25368,26486,26978,9843,26994,28304,28958,547,321,582,547,293,372,321,195,39391,10690,50010,43237,4950,961,5496,5392,5496,22880,22850,22365,8589,21497,4606,5103,5103,5021,911,21144,21487,21503,8388,20441,HALIFAX COUNTY
13733,29392,30034,29965,30067,15847,15825,15625,7564,14048,14001,13628,6100,14049,15850,57798,54560,Nash,139,139,139,69,168,941,598,89023,16385,50536,53347,54657,16861,53278,56326,57921,941,598,999,930,491,673,598,373,73765,17956,94298,81106,17514,3314,20260,19499,20249,36662,36608,35886,13056,34834,16888,19410,19409,18763,3296,33986,34553,34574,12716,33050,NASH COUNTY
7948,14965,15218,15174,15250,10697,10660,10526,5722,4511,4504,4429,2216,4511,10701,30269,28356,Rutherford,10,10,10,10,38,677,527,63605,10704,26885,27942,28420,11183,28646,29780,30383,677,527,752,677,487,575,527,432,53422,14855,67029,58398,5536,1473,6033,5924,6029,23598,23563,23179,9223,22433,5366,5827,5824,5736,1448,21679,22005,22018,8824,20992,RUTHERFORD COUNTY
4808,9233,9434,9384,9434,5655,5606,5506,2821,3779,3778,3727,1987,3779,5655,16035,15021,Ashe,,,,,,153,80,26129,5760,14180,14702,15093,6088,15099,15669,16162,153,80,229,153,110,141,80,69,22479,7249,27203,24214,3219,843,3468,3445,3467,12465,12415,12071,5135,11727,3086,3321,3321,3302,867,11320,11620,11631,4824,11014,ASHE COUNTY
6115,11980,12170,12145,12185,5652,5633,5567,3162,6496,6490,6391,2931,6496,5652,22890,21654,Stokes,22,22,22,22,37,271,145,43536,8002,20557,21303,21743,8315,21675,22493,22990,271,145,350,271,176,219,145,125,37145,9917,45591,40306,7346,1765,7925,7806,7923,14715,14696,14416,6374,14058,6930,7474,7474,7370,1670,13788,14035,14050,6207,13482,STOKES COUNTY
1120,1982,2003,2001,2039,1044,1042,1027,571,863,863,859,527,863,1045,4262,3903,Graham,96,96,96,22,131,422,305,8040,1556,3737,3852,3935,1625,4069,4200,4294,403,293,452,360,62,335,254,37,6767,2067,8441,7414,896,172,908,908,908,2934,2932,2889,1391,2813,806,820,820,819,162,2740,2778,2780,1357,2677,GRAHAM COUNTY
7818,16875,17352,17258,17405,7923,7879,7747,3847,9251,9201,8950,3907,9252,7926,34803,32554,Pender,178,178,178,64,227,1483,939,59482,9640,29863,31593,32651,10035,31883,33759,34940,1452,921,1518,1324,403,1005,837,286,49058,11716,63060,53967,9476,1522,10881,10448,10871,22541,22449,21859,8110,21083,8843,10182,10182,9788,1463,20884,21433,21464,7891,20183,PENDER COUNTY
17383,33084,34009,33858,34036,17740,17599,17067,9905,15110,15100,14858,7290,15110,17742,68283,64332,Craven,1159,1159,1159,188,1184,10025,8473,95778,20313,59727,62773,64389,20799,63118,66474,68492,9943,8421,10079,9787,1077,8493,8304,781,80387,20103,102139,87409,15291,2811,16732,16396,16729,41681,41529,40135,16911,38040,14620,15921,15919,15609,2836,38743,39940,39975,16696,36803,CRAVEN COUNTY
74282,190172,197318,196114,197377,57040,56680,55002,22433,139415,138571,134307,51464,139419,57055,350943,333311,Guilford,863,863,863,385,903,5467,3207,505896,81318,301117,321399,333580,83475,316240,337810,352164,5450,3207,5528,5391,2228,3235,3172,1614,418240,83442,537174,459608,98624,16237,116777,109982,116529,229859,228947,222378,65010,212225,95334,112946,112937,106579,16084,211613,217167,217399,63620,202611,GUILFORD COUNTY
3227,6667,6813,6784,6814,5862,5841,5747,2900,951,943,920,327,951,5863,12827,12342,Madison,,,,,,218,119,20741,4560,11671,12088,12369,4631,12102,12553,12882,218,119,233,218,108,138,119,86,17939,5034,21755,19327,1247,277,1400,1379,1398,11249,11211,10956,4246,10637,1182,1326,1326,1305,258,10664,10897,10905,4216,10370,MADISON COUNTY
15475,32037,33601,33096,33641,11091,10823,10441,5521,21827,21590,20957,9880,21828,11101,47478,44095,Chatham,683,683,639,74,712,4928,3171,70897,13888,39515,42268,44191,14530,42435,45462,47780,4808,3113,4975,4303,829,3188,2763,430,59661,18634,74470,65198,12257,2551,13999,13338,13960,28806,28590,27316,11150,25875,11759,13517,13499,12830,2556,26325,27425,27486,10902,24993,CHATHAM COUNTY
19011,49057,50741,50402,50808,18933,18715,18193,5945,31460,31339,30516,12934,31462,18941,103726,97716,Pitt,348,348,348,132,405,2222,1326,170444,23042,89176,94627,97860,23626,94429,100302,104077,2222,1326,2259,2195,791,1399,1315,577,142466,25045,180742,155511,28154,3679,32726,31341,32699,69092,68805,66739,19156,64080,26345,30691,30688,29394,3551,63907,65702,65770,18914,61516,PITT COUNTY
21102,38604,39608,39347,39636,15599,15408,15128,8485,23314,23244,22841,12515,23314,15601,62974,58866,Moore,695,695,635,102,721,4930,3279,94937,22994,55294,57766,58977,23824,58905,61684,63314,4784,3213,5032,4259,932,3318,2840,637,79328,24192,100880,86466,15176,3562,17244,16495,17232,41038,40812,40405,19330,39470,14454,16393,16389,15695,3527,38858,39198,39266,18830,38000,MOORE COUNTY
53055,134382,140090,138933,140152,48874,48223,46391,19622,90549,90043,87324,33103,90552,48883,255027,239541,Forsyth,667,667,667,330,717,4143,2425,359934,60244,216000,230671,239898,62227,229221,244939,256311,4143,2425,4196,4110,1785,2464,2399,1314,295401,62720,382295,325690,67980,11378,77284,74346,77182,174831,173702,166450,49064,157131,65871,74851,74845,72171,11481,156075,162271,162583,47449,147730,FORSYTH COUNTY
22817,54572,56257,56000,56309,17014,16947,16571,7888,39012,38822,37770,14779,39012,17019,101904,97236,Iredell,231,231,231,150,278,2073,1403,171884,26475,89167,94651,97343,26982,93225,99064,102144,2073,1403,2115,2028,1036,1466,1376,879,140623,29513,181806,156060,37011,5660,42626,40840,42571,57403,57260,56151,20286,54186,35624,40851,40847,39251,5789,53997,54986,55026,19807,52167,IREDELL COUNTY
7555,12916,13137,13104,13149,7262,7236,7100,3940,5875,5868,5816,3615,5875,7263,19768,19171,Transylvania,0,0,0,0,11,332,207,33015,8303,18098,18748,19230,8443,18617,19312,19853,332,207,386,332,263,251,207,194,29099,10809,34385,30988,3302,1135,3490,3435,3482,15977,15954,15545,7045,14983,3200,3355,3352,3309,1150,15232,15612,15624,6959,14691,TRANSYLVANIA COUNTY
2930,5415,5479,5472,5485,3072,3067,3025,1649,2361,2359,2344,1255,2361,3074,11761,10987,Martin,46,46,46,26,50,194,136,21211,4073,10352,10800,11016,4260,11038,11546,11825,194,136,244,194,137,158,136,115,17917,5372,22440,19455,2482,574,2696,2631,2696,8885,8871,8721,3549,8362,2328,2522,2522,2467,539,8197,8329,8336,3419,7888,MARTIN COUNTY
3253,6445,6551,6535,6573,4063,4049,3998,2002,2488,2486,2447,1251,2488,4063,11590,10942,Warren,0,0,0,0,22,153,116,18843,3882,10213,10670,10959,3975,10735,11264,11629,153,116,163,153,102,122,116,85,16200,5173,19731,17477,2388,515,2663,2616,2662,8803,8775,8495,3358,8194,2313,2568,2568,2520,535,8034,8258,8269,3262,7784,WARREN COUNTY
1523,2789,2843,2836,2891,1819,1812,1780,1005,974,974,959,504,974,1819,5718,5208,Jones,50,50,50,14,98,545,323,8956,1952,4905,5114,5274,2080,5357,5617,5756,545,323,572,519,151,387,323,73,7704,2257,9419,8314,1186,248,1287,1268,1287,3897,3886,3804,1681,3652,1074,1173,1173,1148,234,3643,3712,3714,1645,3508,JONES COUNTY
7359,14794,15248,15167,15296,6239,6185,6024,3100,8999,8972,8760,4249,8999,6240,25825,24755,Davie,10,10,10,10,57,460,246,40760,8393,22804,24101,24857,8600,23784,25130,25960,460,246,521,460,218,317,246,170,33901,9279,42846,37262,7234,1753,8084,7866,8075,17355,17290,16804,6629,16090,6960,7785,7783,7568,1731,16287,16726,16755,6492,15598,DAVIE COUNTY
32255,88533,90984,90645,91022,29811,29654,29002,13548,45055,44888,43633,16800,45058,29819,233225,203017,Cumberland,16118,16103,15898,1907,16145,90400,68488,310252,37975,186561,197600,203167,41087,214464,226773,233610,89456,67949,90450,87082,8202,68541,66108,5835,252655,40937,335509,277878,52421,6829,61286,58433,61223,81874,81602,78884,26056,74961,49855,58134,58122,55517,6713,74134,76407,76492,25427,70598,CUMBERLAND COUNTY
5720,11631,11843,11805,11872,8429,8396,8251,3911,3414,3409,3380,1809,3414,8432,25377,23941,Mcdowell,0,0,0,0,26,560,338,43474,8242,22585,23566,23977,8576,23895,24961,25472,560,338,617,560,294,365,338,218,36617,9517,45756,39943,3287,669,3461,3427,3461,21394,21356,20974,7613,20048,2947,3100,3100,3070,592,20158,20503,20512,7432,19300,MCDOWELL COUNTY
4629,7322,7380,7372,7420,5009,5001,4956,3255,2268,2268,2263,1319,2268,5012,14018,13156,Cherokee,103,103,103,55,140,611,439,27420,6465,12769,13049,13270,6710,13596,13896,14135,611,439,713,611,232,540,439,185,23877,8723,28612,25640,2891,909,2913,2910,2913,10509,10494,10375,5569,10094,2605,2622,2622,2622,849,9988,10095,10108,5431,9725,CHEROKEE COUNTY
2696,4649,4712,4708,4731,3052,3048,3015,1812,1660,1660,1634,884,1660,3056,8721,7883,Chowan,0,0,0,0,15,161,66,13243,3178,7455,7784,7944,3503,8253,8602,8812,161,66,242,161,55,125,66,10,11164,3521,13943,12171,1720,418,1829,1824,1829,6741,6731,6617,3030,6372,1673,1775,1775,1772,450,5946,6042,6044,2718,5716,CHOWAN COUNTY
26187,81720,88554,86272,88601,40437,38676,36052,10765,48066,47545,45617,15394,48068,40455,117637,114191,Orange,51,51,51,28,78,1367,854,142010,23832,99042,107234,114801,24147,101925,110318,119330,1367,854,1457,1367,441,935,854,350,119925,21654,148476,130842,23393,3313,26457,25439,26302,91416,89968,83512,20393,77165,23297,26383,26312,25345,3428,81035,87025,87483,20054,74891,ORANGE COUNTY
4371,9012,9186,9152,9228,6278,6248,6162,2971,2908,2904,2850,1400,2908,6278,17757,16759,Alexander,0,0,0,0,42,386,176,35620,5852,15952,16508,16862,6102,16907,17494,17859,386,176,469,386,158,274,176,73,30040,7667,37497,32781,2797,404,3057,2999,3056,14333,14315,14109,5540,13724,2608,2856,2856,2796,385,13536,13727,13732,5394,13168,ALEXANDER COUNTY
44287,155288,163560,160738,163614,81989,80060,76964,19762,81128,80235,77881,24356,81128,81995,242892,230795,Durham,443,443,443,169,491,8023,5286,301307,43441,206583,219864,231979,44651,217028,230943,246256,8000,5275,8096,7931,2079,5333,5235,1548,255829,43764,321488,275950,53474,6290,61077,58216,60803,177083,174066,164727,36282,155623,52127,59503,59433,56805,6270,157784,166076,167143,35623,149221,DURHAM COUNTY
23768,43970,45119,44905,45174,27629,27465,26818,14519,17451,17401,17113,9224,17451,27654,72630,69658,Henderson,39,39,39,25,69,1702,993,111764,27317,64860,67869,69759,27888,67518,70699,72888,1702,993,1749,1702,1029,1057,993,767,95451,30961,117417,103234,13832,4150,15081,14683,15066,56058,55862,54314,22709,51984,13263,14469,14464,14096,4109,52780,54201,54233,22441,50604,HENDERSON COUNTY
5155,10730,10951,10922,10968,6482,6455,6313,3022,4469,4467,4417,2133,4469,6484,23120,21177,Pasquotank,0,0,0,0,15,36,0,37393,6839,19740,20654,21213,7399,21548,22525,23193,36,0,52,36,24,21,0,0,31068,6841,39824,34029,5481,1037,5797,5720,5795,17344,17289,16769,6338,16031,5185,5474,5473,5403,979,15251,15704,15718,5860,14555,PASQUOTANK COUNTY
2699,4335,4389,4377,4423,2931,2921,2883,1798,1458,1456,1452,901,1458,2931,7366,7007,Pamlico,0,0,0,0,34,179,126,12261,3305,6759,6929,7052,3388,7074,7267,7428,179,126,236,179,91,171,126,73,10805,3866,12726,11540,1212,294,1311,1289,1311,5881,5876,5799,3003,5683,1149,1230,1230,1215,291,5588,5651,5651,2941,5484,PAMLICO COUNTY
1874,3826,3892,3884,3892,3088,3080,3043,1489,804,804,783,385,804,3088,7812,7277,Mitchell,,,,,,109,52,14242,2871,6970,7190,7301,3004,7464,7704,7834,109,52,124,109,77,75,52,52,12229,3810,14964,13195,1148,282,1287,1276,1287,6423,6416,6319,2645,6207,1030,1160,1160,1152,242,5986,6065,6066,2577,5888,MITCHELL COUNTY
2743,5527,5604,5592,5637,3594,3584,3540,1794,1940,1938,1917,949,1940,3594,13665,12180,Currituck,70,70,70,0,103,1029,638,26216,4324,11597,11993,12236,4931,13041,13465,13719,988,612,1068,886,138,689,533,40,21675,4551,27763,23787,2085,404,2237,2192,2236,10414,10400,10285,4389,10070,1966,2111,2111,2063,398,9318,9431,9436,3886,9098,CURRITUCK COUNTY
43642,66494,67219,67099,67270,24930,24879,24653,16608,42041,41972,41593,26925,42043,24933,94651,90313,Brunswick,248,248,248,109,294,2973,2012,137478,44353,86396,89010,90390,45522,90348,93209,94779,2973,2012,2994,2947,1705,2053,2012,1270,121795,46605,142820,129086,23438,6872,25784,25014,25775,66001,65903,65222,36945,63963,22555,24760,24758,24055,7064,62943,63543,63577,36019,61829,BRUNSWICK COUNTY
20914,43862,44852,44710,44912,21639,21526,21047,10779,22946,22917,22548,9979,22946,21642,88127,82026,Davidson,267,267,267,156,324,2144,1357,158409,25987,76495,80322,82107,26750,81801,86071,88320,2132,1357,2192,2080,1042,1412,1321,757,131285,31089,167609,144432,24799,4823,26906,26381,26901,59222,59082,57558,20885,54922,23558,25482,25481,25013,4813,53952,55188,55213,20417,51616,DAVIDSON COUNTY
9308,21337,21937,21842,22013,8641,8580,8378,3698,13202,13168,12865,5573,13203,8646,40382,37974,Franklin,94,94,94,37,164,1357,767,65799,10828,34781,36896,38057,11145,36850,39152,40548,1340,767,1404,1258,475,823,715,295,54524,11935,69685,59978,12696,2108,14516,14012,14497,24628,24528,23800,8562,22896,12155,13867,13867,13415,2123,22714,23340,23367,8410,21911,FRANKLIN COUNTY
7993,15748,16037,16006,16068,7256,7233,7119,4063,8781,8773,8629,3930,8781,7259,28247,27031,Dare,0,0,0,0,28,310,112,35367,9587,25353,26443,27123,9903,26455,27599,28361,310,112,376,310,117,191,112,0,30088,8201,37009,32745,5310,701,6048,5773,6039,21937,21898,21516,9085,20835,4989,5720,5718,5462,681,20869,21201,21212,8906,20252,DARE COUNTY
41136,93144,95958,95424,96005,36654,36430,35627,16977,58886,58576,57099,23990,58886,36669,157231,149737,New Hanover,418,418,418,169,450,3322,2064,223363,42030,137697,145218,149949,43109,144182,152269,157791,3297,2054,3387,3216,1395,2105,2003,986,191812,43147,234473,206724,45396,6664,52548,49981,52480,101856,101429,98991,35050,95570,43590,50580,50578,48150,6626,95014,97095,97264,34418,92104,NEW HANOVER COUNTY
4456,9018,9230,9206,9263,5462,5452,5396,3087,2679,2676,2613,1217,2679,5464,24124,21001,Bladen,1089,1078,1009,152,1120,6606,4614,31131,6171,19142,20538,21037,6692,21782,23497,24224,6349,4483,6693,5476,765,4643,3858,465,26077,7459,32722,28574,4294,768,4715,4631,4715,12816,12803,12517,5159,12012,4072,4476,4476,4401,719,11654,11911,11918,4987,11212,BLADEN COUNTY
2711,5820,5909,5899,5938,4454,4444,4403,2128,1455,1455,1417,583,1455,4455,12397,11566,Anson,0,0,0,0,28,168,101,23143,3826,10909,11353,11587,3970,11678,12158,12460,168,101,223,168,97,119,101,75,19608,4730,24446,21306,2721,467,3083,3040,3082,9154,9147,8950,3406,8789,2484,2817,2817,2782,418,8470,8648,8651,3333,8324,ANSON COUNTY
19187,34945,34945,34945,35835,,,,,,,,,,,0,0,"",34945,34945,34945,19187,35835,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
