county1,At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
HERTFORD COUNTY,3255,6396,6486,6479,6502,4390,4386,4365,2323,2096,2093,2031,932,2097,4392,12245,11415,Hertford,0,0,0,0,13,43,12,22610,4140,10769,11248,11457,4337,11501,12048,12323,43,12,97,43,29,41,12,12,19299,4836,23677,20898,3111,681,3595,3501,3590,8631,8612,8504,3627,8347,2903,3319,3319,3243,671,7993,8084,8097,3457,7854
ROCKINGHAM COUNTY,14145,26357,26710,26649,26734,11259,11221,11088,6428,15348,15325,15166,7655,15351,11262,49247,46770,Rockingham,103,103,103,62,121,594,365,86406,16738,44173,45942,46836,17193,46435,48319,49393,594,365,633,594,374,405,365,278,72695,18996,91010,79246,14316,2967,15516,15141,15505,33244,33148,32584,13852,31525,13573,14703,14703,14360,2927,31217,31702,31728,13533,30235
CARTERET COUNTY,14003,25218,25683,25610,25689,7976,7941,7860,4715,16531,16493,16242,8941,16533,7977,48717,45363,Carteret,1176,1176,1116,347,1179,7058,5278,66672,17080,42682,44548,45398,17836,45715,47778,48869,6892,5178,7154,6414,1548,5299,4802,1025,57537,17867,69473,62070,12094,2585,13537,13139,13531,28178,28128,27747,13703,27207,11680,13048,13046,12682,2663,26688,27039,27051,13392,26200
MECKLENBURG COUNTY,117198,403720,423568,419279,423703,148894,147057,141329,39123,272887,270435,260614,77438,272892,148957,753902,711293,Mecklenburg,1787,1787,1777,637,1854,9869,5922,1037049,124195,632833,680387,712303,128057,669223,719632,757919,9836,5909,9965,9711,3228,5977,5827,2293,852079,127686,1110356,937616,229802,24728,269708,255689,268963,478246,475070,454107,100101,429710,221379,260083,260008,246770,24591,427708,445363,446243,97311,405627
SWAIN COUNTY,2107,4399,4681,4620,4692,2122,2110,2080,1219,1244,1244,1213,554,1244,2122,9574,8297,Swain,1315,1266,1106,334,1326,4068,3067,13403,2537,7301,7863,8345,2679,8410,9073,9678,3673,2729,4164,3215,524,3111,2352,430,11137,2803,14271,12138,1234,253,1336,1323,1335,4178,4171,4077,1902,3961,1107,1202,1201,1189,236,3945,4029,4032,1871,3842
AVERY COUNTY,2821,5631,5713,5696,5715,3832,3815,3775,1837,1881,1881,1856,984,1881,3834,10083,9498,Avery,,,,,,135,72,16905,3585,9149,9384,9537,3780,9718,9950,10165,135,72,193,135,97,106,72,51,14969,4020,17557,15935,1515,319,1658,1647,1658,8314,8290,8168,3364,8068,1418,1551,1551,1545,310,7767,7875,7880,3224,7659
VANCE COUNTY,6218,13203,13660,13558,13674,7897,7808,7564,3620,5715,5702,5591,2572,5715,7898,28391,26097,Vance,48,48,48,26,61,457,316,41780,8034,23765,25374,26155,8250,25569,27430,28543,457,316,496,457,244,344,316,204,34092,8487,44535,37671,7131,1235,7851,7709,7845,20196,20089,19264,6771,17981,6787,7453,7450,7337,1252,17721,18331,18358,6578,16662
HALIFAX COUNTY,7033,14123,14345,14319,14374,11341,11319,11183,5805,2982,2978,2918,1217,2982,11343,28961,27027,Halifax,22,22,22,11,49,554,354,47245,9568,25465,26582,27084,9897,27066,28372,29051,554,354,591,554,299,392,354,217,39391,10690,50010,43237,4979,973,5516,5416,5515,22944,22892,22402,8625,21533,4629,5122,5122,5041,921,21187,21551,21570,8430,20482
NASH COUNTY,13941,29766,30464,30353,30503,16111,16060,15848,7693,14208,14148,13773,6174,14209,16114,57933,54705,Nash,145,145,145,74,180,956,613,89023,16466,50682,53486,54799,16953,53428,56456,58084,956,613,1016,945,497,683,613,376,73765,17956,94298,81106,17593,3334,20322,19562,20305,36746,36672,35938,13122,34890,16951,19457,19456,18821,3316,34052,34636,34659,12774,33118
RUTHERFORD COUNTY,8055,15120,15377,15329,15409,10813,10771,10635,5798,4552,4546,4473,2245,4552,10817,30321,28426,Rutherford,12,12,12,12,40,681,538,63605,10763,26969,28015,28495,11241,28714,29836,30438,681,538,757,681,489,589,538,432,53422,14855,67029,58398,5558,1489,6049,5942,6044,23632,23596,23213,9263,22475,5389,5844,5841,5756,1464,21721,22047,22062,8867,21042
ASHE COUNTY,4819,9253,9466,9404,9476,5704,5643,5541,2843,3762,3761,3712,1976,3762,5704,16063,15056,Ashe,0,0,0,0,10,158,80,26129,5802,14208,14732,15140,6134,15129,15695,16199,158,80,236,158,112,146,80,69,22479,7249,27203,24214,3225,853,3465,3442,3464,12498,12441,12095,5169,11746,3091,3317,3317,3298,878,11354,11659,11677,4855,11037
STOKES COUNTY,6238,12144,12354,12317,12361,5721,5691,5620,3206,6597,6590,6488,3007,6597,5721,22965,21719,Stokes,36,36,36,25,43,276,145,43536,8071,20633,21365,21813,8385,21762,22564,23079,276,145,358,276,179,222,145,125,37145,9917,45591,40306,7379,1789,7950,7829,7945,14771,14744,14459,6417,14107,6956,7491,7491,7387,1697,13833,14083,14100,6249,13532
GRAHAM COUNTY,1127,1998,2022,2017,2060,1053,1048,1033,573,871,871,867,531,871,1054,4273,3906,Graham,98,98,98,23,135,426,307,8040,1561,3738,3853,3938,1634,4073,4205,4307,405,294,457,362,62,337,255,37,6767,2067,8441,7414,895,172,907,907,907,2943,2940,2893,1400,2816,807,821,821,820,162,2739,2778,2780,1362,2676
PENDER COUNTY,7983,17098,17605,17480,17662,8027,7958,7825,3897,9397,9341,9092,4020,9398,8030,34870,32631,Pender,181,181,181,66,234,1489,946,59482,9698,29921,31672,32764,10105,31947,33839,35034,1455,928,1524,1325,403,1013,844,286,49058,11716,63060,53967,9488,1534,10891,10465,10877,22619,22504,21919,8168,21134,8869,10207,10207,9824,1475,20920,21478,21544,7937,20208
CRAVEN COUNTY,17599,33371,34419,34211,34441,17972,17787,17198,10003,15242,15231,14991,7402,15242,17975,68459,64538,Craven,1205,1193,1182,194,1224,10060,8529,95778,20452,59909,62954,64614,20941,63255,66624,68724,9970,8471,10117,9808,1084,8549,8352,785,80387,20103,102139,87409,15348,2840,16770,16437,16765,41837,41634,40217,17017,38099,14680,15961,15959,15653,2866,38830,40050,40104,16801,36877
GUILFORD COUNTY,75492,192413,200083,198479,200137,58060,57522,55767,22873,141088,140022,135711,52212,141093,58077,351851,334371,Guilford,935,935,935,407,967,5641,3431,505896,81847,302197,322387,334696,84028,317203,338697,353465,5622,3431,5692,5558,2260,3460,3391,1627,418240,83442,537174,459608,99071,16385,117318,110426,116949,230455,229261,222649,65383,212574,95801,113437,113426,107049,16231,211907,217514,217799,63989,203005
MADISON COUNTY,3256,6688,6846,6813,6847,5877,5851,5751,2921,969,962,937,335,969,5878,12838,12349,Madison,,,,,,220,119,20741,4587,11683,12100,12381,4657,12115,12563,12902,220,119,236,220,109,138,119,86,17939,5034,21755,19327,1252,279,1406,1383,1403,11260,11215,10960,4269,10643,1183,1326,1326,1305,260,10676,10904,10917,4241,10381
CHATHAM COUNTY,15702,32395,33988,33462,34031,11302,10985,10587,5627,21969,21760,21139,10001,21970,11312,47759,44365,Chatham,717,717,669,74,749,5041,3282,70897,13999,39789,42546,44544,14658,42707,45730,48134,4903,3216,5076,4395,842,3299,2864,438,59661,18634,74470,65198,12309,2584,14045,13380,13992,29013,28726,27447,11232,26003,11808,13540,13523,12875,2581,26455,27560,27705,10980,25117
PITT COUNTY,19315,49645,51538,51066,51612,19320,18997,18403,6045,31856,31707,30880,13134,31858,19328,104090,98072,Pitt,362,362,362,136,426,2260,1407,170444,23199,89479,94921,98242,23791,94702,100592,104620,2260,1407,2317,2233,799,1466,1396,580,142466,25045,180742,155511,28290,3733,32860,31467,32823,69443,69007,66865,19259,64179,26452,30784,30779,29486,3602,64028,65886,65992,19017,61631
MOORE COUNTY,21381,38951,40118,39750,40147,15883,15597,15269,8591,23518,23436,23032,12684,23518,15885,63275,59144,Moore,717,717,650,106,744,4990,3329,94937,23153,55477,57970,59322,23992,59095,61896,63741,4826,3254,5093,4295,938,3369,2878,643,79328,24192,100880,86466,15235,3598,17295,16551,17280,41353,41005,40519,19456,39565,14506,16439,16434,15747,3559,38969,39381,39514,18951,38093
FORSYTH COUNTY,53883,136154,142423,140854,142481,50010,49026,47044,19830,91714,91129,88411,33715,91716,50019,255917,240349,Forsyth,699,699,699,338,746,4239,2519,359934,60529,216718,231393,240906,62537,229919,245641,257585,4239,2519,4289,4206,1810,2552,2492,1319,295401,62720,382295,325690,68257,11485,77541,74596,77412,175755,174266,166806,49242,157456,66105,75050,75044,72384,11591,156490,162786,163304,47619,148121
IREDELL COUNTY,23164,55102,56845,56537,56900,17155,17065,16683,7977,39441,39223,38170,15022,39441,17161,102149,97453,Iredell,249,249,249,165,298,2100,1439,171884,26644,89412,94861,97588,27178,93493,99302,102490,2100,1439,2170,2054,1051,1506,1410,882,140623,29513,181806,156060,37154,5739,42805,40970,42712,57515,57337,56232,20388,54285,35780,41014,41003,39397,5865,54025,55011,55068,19897,52222
TRANSYLVANIA COUNTY,7619,12984,13232,13179,13245,7317,7271,7127,3965,5915,5908,5857,3654,5915,7318,19800,19211,Transylvania,0,0,0,0,12,338,209,33015,8348,18132,18786,19276,8488,18654,19344,19901,338,209,392,338,267,256,209,195,29099,10809,34385,30988,3307,1146,3496,3439,3487,16013,15975,15567,7075,15009,3202,3361,3356,3313,1162,15264,15646,15659,6991,14721
MARTIN COUNTY,2966,5462,5538,5526,5544,3101,3092,3044,1661,2389,2386,2370,1277,2389,3103,11774,11006,Martin,48,48,48,28,52,194,136,21211,4090,10372,10819,11055,4276,11050,11559,11845,194,136,247,194,137,176,136,115,17917,5372,22440,19455,2490,579,2705,2643,2705,8893,8875,8722,3560,8366,2340,2535,2535,2482,544,8201,8335,8344,3431,7896
WARREN COUNTY,3307,6513,6641,6612,6664,4116,4089,4028,2021,2525,2523,2485,1286,2525,4116,11616,10978,Warren,0,0,0,0,23,157,116,18843,3916,10255,10707,10998,4009,10766,11290,11663,157,116,167,157,104,122,116,85,16200,5173,19731,17477,2394,520,2658,2610,2657,8838,8802,8523,3385,8215,2330,2577,2576,2527,543,8064,8286,8299,3288,7809
JONES COUNTY,1543,2813,2871,2861,2919,1831,1821,1788,1011,990,990,975,518,990,1831,5726,5241,Jones,50,50,50,14,98,553,356,8956,1965,4940,5147,5303,2099,5368,5626,5768,553,356,580,527,156,415,356,73,7704,2257,9419,8314,1187,252,1289,1269,1288,3899,3885,3804,1691,3654,1074,1172,1172,1147,238,3644,3713,3716,1654,3510
DAVIE COUNTY,7478,14962,15468,15359,15516,6331,6252,6069,3141,9127,9097,8883,4327,9127,6332,25877,24838,Davie,10,10,10,10,57,464,257,40760,8454,22883,24187,24948,8657,23843,25189,26026,464,257,526,464,220,327,257,170,33901,9279,42846,37262,7247,1773,8098,7883,8088,17402,17325,16842,6664,16132,6985,7815,7813,7599,1756,16331,16768,16806,6528,15641
CUMBERLAND COUNTY,33006,90157,92798,92335,92838,30557,30340,29669,13961,45626,45414,44132,17084,45630,30565,234472,204300,Cumberland,16615,16581,16356,1961,16643,91175,69361,310252,38323,187771,198832,204484,41464,215588,227949,234970,90164,68766,91228,87754,8280,69416,66896,5891,252655,40937,335509,277878,52658,6940,61541,58661,61448,82201,81849,79124,26244,75176,50093,58375,58353,55737,6828,74329,76586,76693,25604,70782
MCDOWELL COUNTY,5763,11722,11969,11910,12000,8524,8470,8311,3937,3445,3440,3411,1826,3445,8528,25422,23982,Mcdowell,0,0,0,0,27,564,339,43474,8286,22636,23610,24039,8619,23942,25001,25533,564,339,625,564,297,380,339,218,36617,9517,45756,39943,3303,675,3481,3444,3480,21427,21378,20993,7647,20075,2964,3114,3114,3085,600,20186,20529,20545,7468,19333
CHEROKEE COUNTY,4678,7362,7421,7412,7462,5022,5013,4968,3276,2296,2296,2291,1347,2296,5025,14028,13169,Cherokee,103,103,103,55,141,613,439,27420,6496,12784,13062,13285,6743,13610,13908,14147,613,439,716,613,234,541,439,185,23877,8723,28612,25640,2893,915,2915,2912,2915,10516,10500,10383,5594,10104,2610,2627,2627,2627,854,9996,10103,10117,5457,9735
CHOWAN COUNTY,2722,4693,4761,4755,4780,3085,3079,3043,1828,1676,1676,1650,894,1676,3089,8750,7897,Chowan,0,0,0,0,15,174,66,13243,3196,7467,7795,7958,3539,8286,8633,8836,174,66,246,174,67,125,66,10,11164,3521,13943,12171,1729,422,1836,1831,1836,6754,6740,6628,3050,6383,1677,1778,1778,1775,453,5954,6053,6055,2733,5724
ORANGE COUNTY,26613,82559,89898,87202,89947,41403,39261,36534,11017,48443,47889,45973,15567,48445,41423,117985,114491,Orange,52,52,52,29,79,1374,857,142010,24038,99248,107457,115589,24370,102160,110577,120037,1374,857,1465,1374,444,938,857,351,119925,21654,148476,130842,23472,3357,26552,25516,26396,92020,90215,83687,20569,77314,23379,26485,26402,25431,3481,81169,87232,88166,20206,75012
ALEXANDER COUNTY,4358,8997,9176,9140,9212,6315,6283,6191,2996,2850,2846,2795,1362,2850,6315,17788,16811,Alexander,11,11,11,0,47,391,203,35620,5899,16018,16563,16914,6156,16954,17529,17912,391,203,495,391,161,301,203,74,30040,7667,37497,32781,2803,413,3056,2998,3054,14361,14343,14140,5582,13760,2617,2859,2859,2798,392,13562,13749,13754,5433,13198
DURHAM COUNTY,44938,156792,165731,162383,165786,83380,81002,77761,20068,81879,80909,78559,24692,81879,83387,243838,231743,Durham,472,472,472,178,520,8152,5477,301307,43786,207405,220668,233572,45101,217862,231783,247921,8127,5464,8217,8055,2093,5526,5420,1558,255829,43764,321488,275950,53668,6340,61277,58386,60961,178427,174725,165270,36668,156139,52308,59704,59614,56967,6329,158237,166652,168342,35899,149677
HENDERSON COUNTY,23962,44208,45475,45165,45531,27802,27551,26880,14567,17632,17573,17287,9370,17632,27827,72754,69790,Henderson,41,41,41,25,72,1714,996,111764,27456,64998,67986,69910,28024,67651,70808,73057,1714,996,1762,1714,1037,1067,996,768,95451,30961,117417,103234,13859,4172,15101,14702,15087,56194,55953,54392,22815,52078,13294,14497,14490,14122,4135,52868,54304,54346,22553,50708
PASQUOTANK COUNTY,5236,10845,11105,11054,11122,6573,6524,6365,3055,4532,4530,4480,2181,4532,6575,23176,21217,Pasquotank,0,0,0,0,15,36,0,37393,6880,19779,20689,21253,7442,21593,22569,23258,36,0,52,36,24,21,0,0,31068,6841,39824,34029,5504,1045,5819,5739,5816,17387,17324,16794,6373,16053,5201,5485,5484,5414,985,15275,15733,15747,5895,14578
PAMLICO COUNTY,2721,4360,4421,4406,4458,2946,2933,2891,1804,1475,1473,1469,917,1475,2946,7373,7023,Pamlico,0,0,0,0,37,180,127,12261,3326,6775,6942,7072,3406,7084,7275,7440,180,127,238,180,92,174,127,74,10805,3866,12726,11540,1223,299,1321,1298,1321,5881,5872,5797,3015,5681,1160,1243,1243,1224,297,5591,5653,5655,2955,5488
MITCHELL COUNTY,1891,3858,3928,3919,3928,3117,3108,3068,1500,811,811,790,391,811,3117,7832,7283,Mitchell,,,,,,109,52,14242,2885,6973,7198,7307,3028,7478,7723,7860,109,52,124,109,77,75,52,52,12229,3810,14964,13195,1156,288,1295,1285,1295,6441,6428,6329,2663,6213,1034,1163,1163,1156,242,5990,6068,6069,2591,5887
CURRITUCK COUNTY,2768,5558,5638,5623,5675,3605,3592,3549,1810,1957,1955,1933,958,1957,3605,13698,12208,Currituck,76,76,76,0,113,1048,652,26216,4360,11628,12023,12265,4970,13070,13493,13756,1004,624,1087,901,144,703,543,41,21675,4551,27763,23787,2091,412,2244,2198,2244,10425,10406,10291,4414,10078,1976,2119,2119,2073,406,9326,9437,9443,3913,9109
BRUNSWICK COUNTY,44192,67099,67870,67707,67922,25094,25025,24798,16736,42522,42428,42047,27344,42524,25097,94808,90478,Brunswick,254,254,254,112,301,3003,2026,137478,44615,86583,89166,90573,45790,90526,93351,94960,2992,2026,3026,2966,1718,2069,2026,1274,121795,46605,142820,129086,23516,6962,25857,25077,25843,66077,65962,65282,37110,64044,22641,24840,24837,24127,7158,63013,63615,63664,36183,61916
DAVIDSON COUNTY,21203,44301,45404,45198,45464,21919,21753,21228,10884,23199,23159,22787,10151,23199,21922,88449,82340,Davidson,286,286,286,168,343,2163,1392,158409,26181,76789,80620,82433,26961,82079,86366,88717,2151,1392,2235,2098,1052,1439,1355,759,131285,31089,167609,144432,24917,4880,27020,26495,27009,59462,59277,57720,21029,55064,23667,25579,25578,25118,4872,54110,55370,55415,20550,51767
FRANKLIN COUNTY,9404,21535,22190,22057,22273,8778,8691,8473,3748,13318,13272,12968,5621,13319,8783,40521,38156,Franklin,94,94,94,35,171,1373,829,65799,10929,34962,37071,38235,11255,36987,39285,40765,1355,829,1449,1273,487,878,777,298,54524,11935,69685,59978,12740,2149,14558,14052,14531,24758,24617,23878,8619,22974,12192,13901,13901,13451,2164,22791,23426,23456,8467,21993
DARE COUNTY,8045,15833,16128,16094,16158,7282,7257,7139,4080,8846,8837,8694,3965,8846,7285,28279,27070,Dare,0,0,0,0,27,325,124,35367,9639,25410,26486,27166,9962,26508,27642,28395,325,124,385,325,122,196,124,0,30088,8201,37009,32745,5326,712,6059,5788,6050,21951,21904,21529,9128,20857,5006,5741,5736,5478,691,20884,21210,21229,8948,20280
NEW HANOVER COUNTY,41649,93907,96878,96202,96929,36979,36693,35877,17159,59469,59079,57600,24318,59469,36994,157740,150241,New Hanover,430,430,430,172,466,3365,2122,223363,42295,138173,145731,150568,43389,144686,152809,158419,3340,2112,3429,3259,1406,2163,2058,994,191812,43147,234473,206724,45547,6735,52703,50134,52607,102287,101768,99335,35248,95880,43738,50728,50726,48309,6694,95310,97393,97677,34607,92377
BLADEN COUNTY,4536,9183,9406,9377,9444,5532,5520,5462,3128,2745,2741,2680,1249,2745,5535,24282,21172,Bladen,1129,1116,1041,159,1164,6720,4741,31131,6221,19302,20697,21209,6745,21920,23640,24373,6450,4601,6796,5564,782,4770,3969,473,26077,7459,32722,28574,4317,777,4733,4647,4732,12844,12830,12543,5186,12039,4098,4500,4500,4421,731,11675,11931,11939,5017,11235
ANSON COUNTY,2726,5863,5957,5943,5979,4479,4465,4423,2133,1468,1468,1430,593,1468,4480,12421,11587,Anson,10,10,10,0,31,172,102,23143,3835,10929,11371,11626,3980,11703,12180,12489,172,102,228,172,100,137,102,75,19608,4730,24446,21306,2740,471,3096,3052,3095,9165,9154,8956,3409,8791,2500,2830,2829,2794,423,8475,8656,8659,3337,8327
"",19187,34962,34962,34962,35848,,,,,,,,,,,0,0,"",34962,34962,34962,19187,35848,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
