.id,facility_type,facility_county,facility_name,staff_cases,staff_deaths,resident_cases,resident_deaths,total_cases,total_deaths,daily_cases,daily_deaths
2020-08-13,Nursing Home,Union,Monroe Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-13,Nursing Home,Union,Pruitt Union Point,2,0,1,0,3,0,0,0
2020-08-13,Nursing Home,Vance,Kerr Lake Nursing and Rehabilitation Center,30,0,48,11,78,11,0,0
2020-08-13,Nursing Home,Wake,Bellarose Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-13,Nursing Home,Wake,Capital Nursing and Rehabilitation Center,9,0,43,7,52,7,0,0
2020-08-13,Nursing Home,Wake,Cary Health and Rehabilitation Center,4,0,1,0,5,0,0,0
2020-08-13,Nursing Home,Wake,Dan E and Mary Louise Stewart Health Center,7,0,22,0,29,0,0,0
2020-08-13,Nursing Home,Wake,Hillside Nursing Center of Wake Forest,10,0,65,19,75,19,0,0
2020-08-13,Nursing Home,Wake,Litchford Falls Healthcare and Rehabilitation,20,0,57,6,77,6,0,0
2020-08-13,Nursing Home,Wake,Raleigh Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-13,Nursing Home,Wake,The Laurels of Forest Glenn,17,0,58,9,75,9,0,0
2020-08-13,Nursing Home,Wake,The Oaks at Whitaker Glen-Mayview,2,0,0,0,2,0,0,0
2020-08-13,Nursing Home,Wake,The Rosewood Health Center,2,0,0,0,2,0,0,0
2020-08-13,Nursing Home,Wake,Tower Nursing and Rehabilitation Center,17,0,51,7,68,7,0,0
2020-08-13,Nursing Home,Wake,UNC Rex Rehabilitation and Nursing Care Center,12,0,21,3,33,3,0,0
2020-08-13,Nursing Home,Wake,Universal Health Care/Fuquay-Varina,3,0,9,0,12,0,0,0
2020-08-14,Nursing Home,Alamance,Alamance Health Care Center,1,0,2,0,3,0,,
2020-08-14,Nursing Home,Anson,Anson Health & Rehab,0,0,2,0,2,0,,
2020-08-14,Nursing Home,Ashe,Margate Health and Rehab,0,0,2,0,2,0,0,0
2020-08-14,Nursing Home,Beaufort,River Trace Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Bertie,Brian Center Health & Rehabilitation/Windsor,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Bertie,Three Rivers Health & Rehabilitation,3,0,0,0,3,0,1,0
2020-08-14,Nursing Home,Bladen,Bladen East Health and Rehab,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Brunswick,Autumn Care of Shallotte,17,0,6,1,23,1,0,0
2020-08-14,Nursing Home,Brunswick,Brunswick Health and Rehab Center,2,0,3,0,5,0,0,0
2020-08-14,Nursing Home,Brunswick,Southport,3,0,2,0,5,0,0,0
2020-08-14,Nursing Home,Buncombe,Center,23,0,27,3,50,3,-12,-2
2020-08-14,Nursing Home,Buncombe,Rehabilitation/Weaverville,1,0,1,0,2,0,0,0
2020-08-14,Nursing Home,Buncombe,Brooks-Howell Home,7,0,1,0,8,0,3,0
2020-08-14,Nursing Home,Buncombe,Deerfield Episcopal Retirement Community Inc,13,1,6,1,19,2,2,0
2020-08-14,Nursing Home,Buncombe,Givens Health Center,7,0,1,0,8,0,0,0
2020-08-14,Nursing Home,Buncombe,Laurels of Summit Ridge,12,0,22,0,34,0,11,0
2020-08-14,Nursing Home,Burke,Autumn Care of Drexel,5,0,1,0,6,0,0,0
2020-08-14,Nursing Home,Burke,Carolina Rehab of Burke,3,0,33,5,36,5,6,1
2020-08-14,Nursing Home,Burke,Grace Heights Health and Rehabilitation,33,0,57,13,90,13,0,0
2020-08-14,Nursing Home,Cabarrus,Brian Center Health & Retirement/Cabarrus,16,0,47,4,63,4,0,0
2020-08-14,Nursing Home,Cabarrus,PruittHealth-Town Center,7,0,17,3,24,3,0,0
2020-08-14,Nursing Home,Caldwell,Gateway Rehab and Healthcare,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Edgecombe,Edgecombe Health and Rehabilitation,7,0,18,0,25,0,,
2020-08-14,Nursing Home,Edgecombe,Prodigy Transitional Rehab,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Forsyth,Accordius Health of Clemmons,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Forsyth,Community Inc,2,0,0,0,2,0,-14,-2
2020-08-14,Nursing Home,Forsyth,Brookridge Retirement Community,3,0,0,0,3,0,,
2020-08-14,Nursing Home,Forsyth,Oak Forest Health and Rehabilitation,14,0,14,0,28,0,,
2020-08-14,Nursing Home,Forsyth,Piney Grove Nursing and Rehabilitation Center,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Forsyth,Silas Creek Rehabilitation Center,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Forsyth,Summerstone Health and Rehab Center,2,0,1,0,3,0,,
2020-08-14,Nursing Home,Forsyth,The Citadel at Winston Salem,14,0,40,3,54,3,,
2020-08-14,Nursing Home,Forsyth,Trinity Glen,4,0,1,0,5,0,,
2020-08-14,Nursing Home,Gaston,Alexandria Place,1,0,8,0,9,0,,
2020-08-14,Nursing Home,Gaston,Brian Center Health and Rehabilitation/Gastonia,25,1,86,9,111,10,,
2020-08-14,Nursing Home,Gaston,Peak Resources-Cherryville,6,0,11,3,17,3,,
2020-08-14,Nursing Home,Gaston,Stanley Total Living Center Inc,5,0,1,0,6,0,,
2020-08-14,Nursing Home,Granville,Brantwood Nursing and Retirement Center,4,0,1,0,5,0,,
2020-08-14,Nursing Home,Granville,Universal Health Care/Oxford,31,0,69,3,100,3,,
2020-08-14,Nursing Home,Guilford,Adams Farm Living & Rehabilitation,7,0,41,3,48,3,,
2020-08-14,Nursing Home,Guilford,Camden Health and Rehabilitation,20,0,65,15,85,15,,
2020-08-14,Nursing Home,Guilford,Friends Home at Guilford,3,0,1,0,4,0,,
2020-08-14,Nursing Home,Guilford,Friends Homes West,5,0,1,0,6,0,,
2020-08-14,Nursing Home,Guilford,Maple Grove Health and Rehabilitation Center,28,0,96,22,124,22,,
2020-08-14,Nursing Home,Halifax,Signature Healthcare of Roanoke Rapids,13,0,31,1,44,1,,
2020-08-14,Nursing Home,Harnett,Emerald Health and Rehab Center,3,0,1,0,4,0,,
2020-08-14,Nursing Home,Harnett,Center,3,0,2,0,5,0,-45,-3
2020-08-14,Nursing Home,Haywood,Silver Bluff Village,51,0,88,14,139,14,0,0
2020-08-14,Nursing Home,Henderson,Blue Ridge Health and Rehabilitation Center,4,0,16,0,20,0,0,0
2020-08-14,Nursing Home,Henderson,Brian Center of Hendersonville,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Henderson,Hendersonville Health and Rehabilitation,40,0,59,3,99,3,0,0
2020-08-14,Nursing Home,Henderson,Life Care Center of Hendersonville,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Hyde,Cross Creek Healthcare,3,0,2,0,5,0,1,0
2020-08-14,Nursing Home,Iredell,Accordius Health at Mooresville,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Iredell,Accordius Health at Statesville,2,0,1,0,3,0,,
2020-08-14,Nursing Home,Iredell,Maple Leaf Health Care,18,0,46,0,64,0,19,0
2020-08-14,Nursing Home,Jackson,Skyland Care Center,12,0,4,0,16,0,11,0
2020-08-14,Nursing Home,Johnston,Barbour Court,5,0,0,0,5,0,0,0
2020-08-14,Nursing Home,Johnston,Liberty Commons,3,0,0,0,3,0,-26,0
2020-08-14,Nursing Home,Johnston,Smithfield Manor Nursing and Rehab,7,0,1,0,8,0,0,0
2020-08-14,Nursing Home,Johnston,Springbrook Rehabilitation and Nursing Center,8,0,1,0,9,0,0,0
2020-08-14,Nursing Home,Jones,Brook Stone Living Center,9,0,43,7,52,7,10,2
2020-08-14,Nursing Home,Lenoir,Harmony Hall Nursing and Rehabilitation Center,1,0,2,0,3,0,0,0
2020-08-14,Nursing Home,Lincoln,Cardinal Healthcare and Rehabilitation Center,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Lincoln,Lincolnton Rehabilitation Center,6,0,1,0,7,0,0,0
2020-08-14,Nursing Home,Macon,Macon Valley Nursing and Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Martin,Center,7,0,16,0,23,0,18,0
2020-08-14,Nursing Home,McDowell,Deer Park Health and Rehab,18,0,26,12,44,12,39,12
2020-08-14,Nursing Home,Mecklenburg,Accordius Health at Charlotte,9,0,25,4,34,4,2,0
2020-08-14,Nursing Home,Mecklenburg,Accordius Health at Midwood,3,0,1,0,4,0,0,0
2020-08-14,Nursing Home,New Hanover,Accordius Health at Wilmington,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,New Hanover,Azalea Health and Rehab Center,1,0,2,0,3,0,0,0
2020-08-14,Nursing Home,New Hanover,Bradley Creek Health Center,1,0,2,0,3,0,,
2020-08-14,Nursing Home,New Hanover,Davis Health Care Center,26,0,19,2,45,2,0,0
2020-08-14,Nursing Home,New Hanover,Liberty Commons,17,0,12,0,29,0,26,0
2020-08-14,Nursing Home,New Hanover,NorthChase Nursing and Rehabilitation Center,6,0,2,0,8,0,0,0
2020-08-14,Nursing Home,Orange,Parkview Health and Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-14,Nursing Home,Orange,Peak Resources - Brookshire,1,0,1,0,2,0,0,0
2020-08-14,Nursing Home,Person,Person Memorial Hospital Extended Care Unit,1,0,1,0,2,0,0,0
2020-08-14,Nursing Home,Person,Roxboro Healthcare and Rehab,1,0,1,0,2,0,0,0
2020-08-14,Nursing Home,Pitt,Ayden Court Nursing and Rehabilitation Center,2,0,4,0,6,0,1,0
2020-08-14,Nursing Home,Pitt,East Carolina Rehab and Wellness,18,0,42,6,60,6,0,0
2020-08-14,Nursing Home,Pitt,Universal Health Care/Greenville,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Polk,Autumn Care of Saluda,4,0,0,0,4,0,0,0
2020-08-14,Nursing Home,Polk,White Oak Manor Tryon,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Randolph,Alpine Health and Rehabilitation of Asheboro,8,0,2,0,10,0,0,0
2020-08-14,Nursing Home,Randolph,Clapp's Convalescent Nursing Home Inc,6,0,2,0,8,0,1,0
2020-08-14,Nursing Home,Randolph,Woodland Hill Center,17,0,40,6,57,6,0,0
2020-08-14,Nursing Home,Richmond,PruittHealth-Rockingham,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Richmond,Center,5,0,0,0,5,0,-18,0
2020-08-14,Nursing Home,Rockingham,Brian Center Health and Rehabilitation/Eden,1,0,8,0,9,0,,
2020-08-14,Nursing Home,Rockingham,Jacob's Creek Nursing and Rehab Center,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Rowan,Autumn Care of Salisbury,9,0,26,1,35,1,10,1
2020-08-14,Nursing Home,Rowan,Compass Healthcare and Rehab,1,0,1,0,2,0,,
2020-08-14,Nursing Home,Sampson,Mary Gran Nursing Center,7,0,1,0,8,0,0,0
2020-08-14,Nursing Home,Scotland,Scotia Village,1,0,2,0,3,0,0,0
2020-08-14,Nursing Home,Scotland,Scottish Pines,6,0,18,0,24,0,19,0
2020-08-14,Nursing Home,Stanly,Center,3,0,4,0,7,0,2,0
2020-08-14,Nursing Home,Stanly,Forrest Oakes Healthcare Center,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Stanly,Stanly Manor,3,0,1,0,4,0,0,0
2020-08-14,Nursing Home,Stanly,Trinity Place,18,0,38,8,56,8,44,8
2020-08-14,Nursing Home,Surry,Pruitt Health-Elkin,14,0,15,3,29,3,0,0
2020-08-14,Nursing Home,Surry,Surry Community Health and Rehab,3,0,0,0,3,0,,
2020-08-14,Nursing Home,Transylvania,Accordius Health at Brevard,2,0,1,0,3,0,,
2020-08-14,Nursing Home,Transylvania,The Oaks-Brevard,2,0,0,0,2,0,0,0
2020-08-14,Nursing Home,Union,Lake Park Nursing and Rehab,2,0,0,0,2,0,,
2020-08-14,Nursing Home,Union,Monroe Manor,0,0,3,0,3,0,0,0
2020-08-14,Nursing Home,Union,Monroe Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Union,Pruitt Union Point,2,0,1,0,3,0,0,0
2020-08-14,Nursing Home,Union,White Oak Manor Waxhaw,2,0,0,0,2,0,,
2020-08-14,Nursing Home,Vance,Kerr Lake Nursing and Rehabilitation Center,30,0,48,11,78,11,0,0
2020-08-14,Nursing Home,Wake,Bellarose Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-14,Nursing Home,Wake,Capital Nursing and Rehabilitation Center,31,0,61,8,92,8,40,1
2020-08-14,Nursing Home,Wake,Cary Health and Rehabilitation Center,4,0,1,0,5,0,0,0
2020-08-14,Nursing Home,Wake,Dan E and Mary Louise Stewart Health Center,12,0,30,2,42,2,13,2
2020-08-14,Nursing Home,Wake,Hillside Nursing Center of Wake Forest,10,0,65,19,75,19,0,0
2020-08-14,Nursing Home,Wake,Center,26,0,51,6,77,6,70,6
2020-08-14,Nursing Home,Wake,Raleigh Rehabilitation Center,0,0,7,0,7,0,4,0
2020-08-15,Nursing Home,Alamance,Alamance Health Care Center,1,0,2,0,3,0,0,0
2020-08-15,Nursing Home,Anson,Anson Health & Rehab,0,0,2,0,2,0,0,0
2020-08-15,Nursing Home,Ashe,Margate Health and Rehab,0,0,2,0,2,0,0,0
2020-08-15,Nursing Home,Beaufort,River Trace Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Bertie,Brian Center Health & Rehabilitation/Windsor,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Bertie,Three Rivers Health & Rehabilitation,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Bladen,Bladen East Health and Rehab,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Brunswick,Autumn Care of Shallotte,17,0,6,1,23,1,0,0
2020-08-15,Nursing Home,Brunswick,Brunswick Health and Rehab Center,2,0,3,0,5,0,0,0
2020-08-15,Nursing Home,Brunswick,Southport,3,0,2,0,5,0,0,0
2020-08-15,Nursing Home,Buncombe,Center,23,0,27,3,50,3,-27,-3
2020-08-15,Nursing Home,Buncombe,Rehabilitation/Weaverville,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Buncombe,Brooks-Howell Home,7,0,1,0,8,0,0,0
2020-08-15,Nursing Home,Buncombe,Deerfield Episcopal Retirement Community Inc,13,1,6,1,19,2,0,0
2020-08-15,Nursing Home,Buncombe,Givens Health Center,7,0,1,0,8,0,0,0
2020-08-15,Nursing Home,Buncombe,Laurels of Summit Ridge,12,0,22,0,34,0,0,0
2020-08-15,Nursing Home,Burke,Autumn Care of Drexel,5,0,1,0,6,0,0,0
2020-08-15,Nursing Home,Burke,Carolina Rehab of Burke,3,0,33,5,36,5,0,0
2020-08-15,Nursing Home,Burke,Grace Heights Health and Rehabilitation,33,0,57,13,90,13,0,0
2020-08-15,Nursing Home,Cabarrus,Brian Center Health & Retirement/Cabarrus,16,0,47,4,63,4,0,0
2020-08-15,Nursing Home,Cabarrus,PruittHealth-Town Center,7,0,17,3,24,3,0,0
2020-08-15,Nursing Home,Caldwell,Gateway Rehab and Healthcare,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Edgecombe,Edgecombe Health and Rehabilitation,7,0,18,0,25,0,0,0
2020-08-15,Nursing Home,Edgecombe,Prodigy Transitional Rehab,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Forsyth,Accordius Health of Clemmons,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Forsyth,Community Inc,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Forsyth,Brookridge Retirement Community,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Forsyth,Oak Forest Health and Rehabilitation,14,0,14,0,28,0,0,0
2020-08-15,Nursing Home,Forsyth,Piney Grove Nursing and Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Forsyth,Silas Creek Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Forsyth,Summerstone Health and Rehab Center,2,0,1,0,3,0,0,0
2020-08-15,Nursing Home,Forsyth,The Citadel at Winston Salem,14,0,40,3,54,3,0,0
2020-08-15,Nursing Home,Forsyth,Trinity Glen,4,0,1,0,5,0,0,0
2020-08-15,Nursing Home,Gaston,Alexandria Place,1,0,8,0,9,0,0,0
2020-08-15,Nursing Home,Gaston,Brian Center Health and Rehabilitation/Gastonia,25,1,86,9,111,10,0,0
2020-08-15,Nursing Home,Gaston,Peak Resources-Cherryville,6,0,11,3,17,3,0,0
2020-08-15,Nursing Home,Gaston,Stanley Total Living Center Inc,5,0,1,0,6,0,0,0
2020-08-15,Nursing Home,Granville,Brantwood Nursing and Retirement Center,4,0,1,0,5,0,0,0
2020-08-15,Nursing Home,Granville,Universal Health Care/Oxford,31,0,69,3,100,3,0,0
2020-08-15,Nursing Home,Guilford,Adams Farm Living & Rehabilitation,7,0,41,3,48,3,0,0
2020-08-15,Nursing Home,Guilford,Camden Health and Rehabilitation,20,0,65,15,85,15,0,0
2020-08-15,Nursing Home,Guilford,Friends Home at Guilford,3,0,1,0,4,0,0,0
2020-08-15,Nursing Home,Guilford,Friends Homes West,5,0,1,0,6,0,0,0
2020-08-15,Nursing Home,Guilford,Maple Grove Health and Rehabilitation Center,28,0,96,22,124,22,0,0
2020-08-15,Nursing Home,Halifax,Signature Healthcare of Roanoke Rapids,13,0,31,1,44,1,0,0
2020-08-15,Nursing Home,Harnett,Emerald Health and Rehab Center,3,0,1,0,4,0,0,0
2020-08-15,Nursing Home,Harnett,Center,3,0,2,0,5,0,-45,-3
2020-08-15,Nursing Home,Haywood,Silver Bluff Village,51,0,88,14,139,14,0,0
2020-08-15,Nursing Home,Henderson,Blue Ridge Health and Rehabilitation Center,4,0,16,0,20,0,0,0
2020-08-15,Nursing Home,Henderson,Brian Center of Hendersonville,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Henderson,Hendersonville Health and Rehabilitation,40,0,59,3,99,3,0,0
2020-08-15,Nursing Home,Henderson,Life Care Center of Hendersonville,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Hyde,Cross Creek Healthcare,3,0,2,0,5,0,0,0
2020-08-15,Nursing Home,Iredell,Accordius Health at Mooresville,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Iredell,Accordius Health at Statesville,2,0,1,0,3,0,0,0
2020-08-15,Nursing Home,Iredell,Maple Leaf Health Care,18,0,46,0,64,0,0,0
2020-08-15,Nursing Home,Jackson,Skyland Care Center,12,0,4,0,16,0,0,0
2020-08-15,Nursing Home,Johnston,Barbour Court,5,0,0,0,5,0,0,0
2020-08-15,Nursing Home,Johnston,Liberty Commons,3,0,0,0,3,0,-26,0
2020-08-15,Nursing Home,Johnston,Smithfield Manor Nursing and Rehab,7,0,1,0,8,0,0,0
2020-08-15,Nursing Home,Johnston,Springbrook Rehabilitation and Nursing Center,8,0,1,0,9,0,0,0
2020-08-15,Nursing Home,Jones,Brook Stone Living Center,9,0,43,7,52,7,0,0
2020-08-15,Nursing Home,Lenoir,Harmony Hall Nursing and Rehabilitation Center,1,0,2,0,3,0,0,0
2020-08-15,Nursing Home,Lincoln,Cardinal Healthcare and Rehabilitation Center,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Lincoln,Lincolnton Rehabilitation Center,6,0,1,0,7,0,0,0
2020-08-15,Nursing Home,Macon,Macon Valley Nursing and Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Martin,Center,7,0,16,0,23,0,18,0
2020-08-15,Nursing Home,McDowell,Deer Park Health and Rehab,18,0,26,12,44,12,0,0
2020-08-15,Nursing Home,Mecklenburg,Accordius Health at Charlotte,9,0,25,4,34,4,0,0
2020-08-15,Nursing Home,Mecklenburg,Accordius Health at Midwood,3,0,1,0,4,0,0,0
2020-08-15,Nursing Home,New Hanover,Accordius Health at Wilmington,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,New Hanover,Azalea Health and Rehab Center,1,0,2,0,3,0,0,0
2020-08-15,Nursing Home,New Hanover,Bradley Creek Health Center,1,0,2,0,3,0,0,0
2020-08-15,Nursing Home,New Hanover,Davis Health Care Center,26,0,19,2,45,2,0,0
2020-08-15,Nursing Home,New Hanover,Liberty Commons,17,0,12,0,29,0,26,0
2020-08-15,Nursing Home,New Hanover,NorthChase Nursing and Rehabilitation Center,6,0,2,0,8,0,0,0
2020-08-15,Nursing Home,Orange,Parkview Health and Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Orange,Peak Resources - Brookshire,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Person,Person Memorial Hospital Extended Care Unit,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Person,Roxboro Healthcare and Rehab,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Pitt,Ayden Court Nursing and Rehabilitation Center,2,0,4,0,6,0,0,0
2020-08-15,Nursing Home,Pitt,East Carolina Rehab and Wellness,18,0,42,6,60,6,0,0
2020-08-15,Nursing Home,Pitt,Universal Health Care/Greenville,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Polk,Autumn Care of Saluda,4,0,0,0,4,0,0,0
2020-08-15,Nursing Home,Polk,White Oak Manor Tryon,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Randolph,Alpine Health and Rehabilitation of Asheboro,8,0,2,0,10,0,0,0
2020-08-15,Nursing Home,Randolph,Clapp's Convalescent Nursing Home Inc,6,0,2,0,8,0,0,0
2020-08-15,Nursing Home,Randolph,Woodland Hill Center,17,0,40,6,57,6,0,0
2020-08-15,Nursing Home,Richmond,PruittHealth-Rockingham,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Richmond,Center,5,0,0,0,5,0,-18,0
2020-08-15,Nursing Home,Rockingham,Brian Center Health and Rehabilitation/Eden,1,0,8,0,9,0,0,0
2020-08-15,Nursing Home,Rockingham,Jacob's Creek Nursing and Rehab Center,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Rowan,Autumn Care of Salisbury,9,0,26,1,35,1,0,0
2020-08-15,Nursing Home,Rowan,Compass Healthcare and Rehab,1,0,1,0,2,0,0,0
2020-08-15,Nursing Home,Sampson,Mary Gran Nursing Center,7,0,1,0,8,0,0,0
2020-08-15,Nursing Home,Scotland,Scotia Village,1,0,2,0,3,0,0,0
2020-08-15,Nursing Home,Scotland,Scottish Pines,6,0,18,0,24,0,0,0
2020-08-15,Nursing Home,Stanly,Center,3,0,4,0,7,0,2,0
2020-08-15,Nursing Home,Stanly,Forrest Oakes Healthcare Center,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Stanly,Stanly Manor,3,0,1,0,4,0,0,0
2020-08-15,Nursing Home,Stanly,Trinity Place,18,0,38,8,56,8,0,0
2020-08-15,Nursing Home,Surry,Pruitt Health-Elkin,14,0,15,3,29,3,0,0
2020-08-15,Nursing Home,Surry,Surry Community Health and Rehab,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Transylvania,Accordius Health at Brevard,2,0,1,0,3,0,0,0
2020-08-15,Nursing Home,Transylvania,The Oaks-Brevard,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Union,Lake Park Nursing and Rehab,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Union,Monroe Manor,0,0,3,0,3,0,0,0
2020-08-15,Nursing Home,Union,Monroe Rehabilitation Center,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Union,Pruitt Union Point,2,0,1,0,3,0,0,0
2020-08-15,Nursing Home,Union,White Oak Manor Waxhaw,2,0,0,0,2,0,0,0
2020-08-15,Nursing Home,Vance,Kerr Lake Nursing and Rehabilitation Center,30,0,48,11,78,11,0,0
2020-08-15,Nursing Home,Wake,Bellarose Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-15,Nursing Home,Wake,Capital Nursing and Rehabilitation Center,31,0,61,8,92,8,0,0
2020-08-15,Nursing Home,Wake,Cary Health and Rehabilitation Center,4,0,1,0,5,0,0,0
2020-08-15,Nursing Home,Wake,Dan E and Mary Louise Stewart Health Center,12,0,30,2,42,2,0,0
2020-08-15,Nursing Home,Wake,Hillside Nursing Center of Wake Forest,10,0,65,19,75,19,0,0
2020-08-15,Nursing Home,Wake,Center,26,0,51,6,77,6,70,6
2020-08-15,Nursing Home,Wake,Raleigh Rehabilitation Center,0,0,7,0,7,0,0,0
2020-08-16,Nursing Home,Alamance,Alamance Health Care Center,1,0,2,0,3,0,0,0
2020-08-16,Nursing Home,Anson,Anson Health & Rehab,0,0,2,0,2,0,0,0
2020-08-16,Nursing Home,Ashe,Margate Health and Rehab,0,0,2,0,2,0,0,0
2020-08-16,Nursing Home,Beaufort,River Trace Nursing and Rehab,3,0,0,0,3,0,0,0
2020-08-16,Nursing Home,Bertie,Brian Center Health & Rehabilitation/Windsor,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Bertie,Three Rivers Health & Rehabilitation,3,0,0,0,3,0,0,0
2020-08-16,Nursing Home,Bladen,Bladen East Health and Rehab,2,0,0,0,2,0,0,0
2020-08-16,Nursing Home,Brunswick,Autumn Care of Shallotte,17,0,6,1,23,1,0,0
2020-08-16,Nursing Home,Brunswick,Brunswick Health and Rehab Center,2,0,3,0,5,0,0,0
2020-08-16,Nursing Home,Brunswick,Southport,3,0,2,0,5,0,0,0
2020-08-16,Nursing Home,Buncombe,Center,23,0,27,3,50,3,-27,-3
2020-08-16,Nursing Home,Buncombe,Rehabilitation/Weaverville,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Buncombe,Brooks-Howell Home,7,0,1,0,8,0,0,0
2020-08-16,Nursing Home,Buncombe,Deerfield Episcopal Retirement Community Inc,13,1,6,1,19,2,0,0
2020-08-16,Nursing Home,Buncombe,Givens Health Center,7,0,1,0,8,0,0,0
2020-08-16,Nursing Home,Buncombe,Laurels of Summit Ridge,12,0,22,0,34,0,0,0
2020-08-16,Nursing Home,Burke,Autumn Care of Drexel,5,0,1,0,6,0,0,0
2020-08-16,Nursing Home,Burke,Carolina Rehab of Burke,3,0,33,5,36,5,0,0
2020-08-16,Nursing Home,Burke,Grace Heights Health and Rehabilitation,33,0,57,13,90,13,0,0
2020-08-16,Nursing Home,Cabarrus,Brian Center Health & Retirement/Cabarrus,16,0,47,4,63,4,0,0
2020-08-16,Nursing Home,Cabarrus,PruittHealth-Town Center,7,0,17,3,24,3,0,0
2020-08-16,Nursing Home,Caldwell,Gateway Rehab and Healthcare,3,0,0,0,3,0,0,0
2020-08-16,Nursing Home,Edgecombe,Edgecombe Health and Rehabilitation,7,0,18,0,25,0,0,0
2020-08-16,Nursing Home,Edgecombe,Prodigy Transitional Rehab,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Forsyth,Accordius Health of Clemmons,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Forsyth,Community Inc,2,0,0,0,2,0,0,0
2020-08-16,Nursing Home,Forsyth,Brookridge Retirement Community,3,0,0,0,3,0,0,0
2020-08-16,Nursing Home,Forsyth,Oak Forest Health and Rehabilitation,14,0,14,0,28,0,0,0
2020-08-16,Nursing Home,Forsyth,Piney Grove Nursing and Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Forsyth,Silas Creek Rehabilitation Center,1,0,1,0,2,0,0,0
2020-08-16,Nursing Home,Forsyth,Summerstone Health and Rehab Center,2,0,1,0,3,0,0,0
2020-08-16,Nursing Home,Forsyth,The Citadel at Winston Salem,14,0,40,3,54,3,0,0
2020-08-16,Nursing Home,Forsyth,Trinity Glen,4,0,1,0,5,0,0,0
2020-08-16,Nursing Home,Gaston,Alexandria Place,1,0,8,0,9,0,0,0
