OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,COVID_19VaccinationProviderType,POINT_X,POINT_Y,V1,V2,UpdateDTS
1161,60C049,Healthworks Group of North Carolina,Premise Health - Truist Charlotte Uptown Health Center,214 north Tryon Street,Charlotte,Mecklenburg,North Carolina,28202,Approved,Medical practice : internal medicine,1450376.01206763,542902.994767308,-80.8405834706443,35.2277262089947,202106031931
1162,60C043,Healthworks Group of North Carolina,Premise Health - Vanguard Crew Care Center,2605 Water Ridge Parkway suite 100,Charlotte,Mecklenburg,North Carolina,28217,Approved,Health center : occupational,1425049.0043228,527989.00622265,-80.9244098136644,35.1854351493833,202106031931
1163,60C089,"ProMed Healthcare, PLLC",ProMed - Charlotte,7004 Smith Corners Blvd,Charlotte,Mecklenburg,North Carolina,28269,Approved,Medical practice : family medicine,1450473.02434081,587082.989740476,-80.8430051316116,35.3491009957968,202106031931
1164,NS1453,Publix Super Market,Publix Pharmacy #1453,2222 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,Approved,Pharmacy : chain,1443540.00441422,535319.013544232,-80.862994010703,35.2065411712755,202106031931
1165,NS1480,Publix Super Market,Publix Pharmacy #1480,8120 South Tryon St.,Charlotte,Mecklenburg,North Carolina,28273,Approved,Pharmacy : chain,1423135.01766522,513677.030581564,-80.9298833182448,35.1460155410866,202106031931
1166,NS1483,Publix Super Market,Publix Pharmacy #1483,12810 S Tryon St.,Charlotte,Mecklenburg,North Carolina,28273,Approved,Pharmacy : chain,1405471.02805889,499069.008944646,-80.9879835054917,35.1049270591047,202106031931
1167,NS1509,Publix Super Market,Publix Pharmacy #1509,10110 Benfield Road,Charlotte,Mecklenburg,North Carolina,28269,Approved,Pharmacy : chain,1466895.66570805,596205.277270138,-80.7884900682255,35.3749865218978,202106031931
1168,NS1518,Publix Super Market,Publix Pharmacy #1518,4425 Randolph Rd,Charlotte,Mecklenburg,North Carolina,28211,Approved,Pharmacy : chain,1462242.02180013,524507.009577721,-80.7997385779352,35.1777862123074,202106031931
1169,NS1442,Publix Super Market,Publix Pharmacy 1442,11222 Providence Rd. West,Charlotte,Mecklenburg,North Carolina,28277,Approved,Pharmacy : chain,1446391.01216364,475629.00858064,-80.849728017027,35.0427056157107,202106031931
1170,60C073,The Charlotte-Mecklenburg Hospital Authority,Randolph Internal Medicine Associates,3030 Randolph Road,Charlotte,Mecklenburg,North Carolina,28211,Approved,Medical practice : internal medicine,1458976.0191458,531279.00817281,-80.8110800749361,35.1962272603537,202106031931
1171,600174,Centro Medico Latino PC,Randolph Location,3541 Randolph Rd,Charlotte,Mecklenburg,North Carolina,28211,Approved,Medical practice : family medicine,1459396.02355513,528622.024969727,-80.8095123118645,35.1889489693107,202106031931
1172,60C091,RANDOLPH MEDICAL PHARMACY,RANDOLPH MEDICAL PHARMACY,3541 Randolph Rd,Charlotte,Mecklenburg,North Carolina,28211,Approved,Pharmacy : independent,1459396.02355513,528622.024969727,-80.8095123118645,35.1889489693107,202106031931
1173,60C095,RAO Community Health,RAO Community Health,321 W 11th St,Charlotte,Mecklenburg,North Carolina,28202,Approved,Public health provider : public health clinic,1451041.0192678,545450.98245348,-80.8385150113028,35.2347598869443,202106031931
1174,60C099,"Rapid Diagnostics, LLC.","Rapid Diagnostics, LLC.","16631 Lancaster Hwy, Ste 103",Charlotte,Mecklenburg,North Carolina,28277,Approved,Other,1446579.01211572,468554.022730649,-80.8486598456292,35.023278406686,202106031931
1175,60C098,"Remedi SeniorCare of Charlotte, LLC","Remedi SeniorCare of Charlotte, LLC",7504 E. Independence Boulevard,Charlotte,Mecklenburg,North Carolina,28227,Approved,Pharmacy : independent,1480207.00129005,517753.018492565,-80.7392309156487,35.1601110993069,202106031931
1176,60C130,RESERVE HEALTH PC,RESERVE HEALTH PC - 4th STREET,801 E 4TH ST,CHARLOTTE,Mecklenburg,North Carolina,28202,Approved,Medical practice : family medicine,1451607.01682347,540083.975142896,-80.8362874109356,35.2200444372352,202106031931
1177,60C129,RESERVE HEALTH PC,RESERVE HEALTH PC - PROVIDENCE ROAD,131 PROVIDENCE ROAD,CHARLOTTE,Mecklenburg,North Carolina,28207,Approved,Medical practice : family medicine,1455006.01429056,535916.017271474,-80.8246519815086,35.2087663936202,202106031931
1178,60C128,RESERVE HEALTH PC,RESERVE HEALTH PC -10TH STREET,135 W 10TH STREET,CHARLOTTE,Mecklenburg,North Carolina,28202,Approved,Medical practice : family medicine,1451374.03041281,544596.99301973,-80.8373470504828,35.2324307510349,202106031931
1179,60C134,Resourceful Clinical Laboratory,Resourceful Clinical laboratory,5412 Central Ave   #A  Central Ave,Charlotte,Mecklenburg,North Carolina,28212,Approved,Other,1476197.01980872,534979.028659895,-80.7536636703197,35.2072416275567,202106031931
1180,60C071,The Charlotte-Mecklenburg Hospital Authority,Riverbend Family Medicine,9908 Couloak Drive,Charlotte,Mecklenburg,North Carolina,28216,Approved,Medical practice : family medicine,1419866.0028778,577120.980793148,-80.9449749414117,35.320129794085,202106031931
1181,60C064,Afya Group LLC,Rx Clinic Pharmacy,"7308 E. INDEPENDENCE BLVD, SUITE I",CHARLOTTE,Mecklenburg,North Carolina,28227,Approved,Pharmacy : independent,1480125.01753014,518063.012623221,-80.7395233515915,35.1609587913709,202106031931
1182,60C072,Sensenbrenner Primary Care,Sensenbrenner Primary Care,8821 Blakeney Professional Dri,Charlotte,Mecklenburg,North Carolina,28277,Approved,Medical practice : internal medicine,1458899.01175389,471000.021447554,-80.8076638105614,35.0306216203542,202106031931
1183,60C083,"Signature Healthcare, PLLC","Signature Healthcare, PLLC-SouthPark",6115 Park South Dr,Charlotte,Mecklenburg,North Carolina,28210,Approved,Medical practice : internal medicine,1449657.01481797,513886.999977887,-80.8411886903445,35.1479764648363,202106031931
1184,60C037,Community Care Health Network DBA Matrix Medical Network,Smithfield Charlotte Plant,4825 Hovis Road,Charlotte,Mecklenburg,North Carolina,28208,Approved,Commercial vaccination service provider,1432851.00905997,557096.970972478,-80.9001669125594,35.2658123076064,202106031931
1185,60C033,DaVita,South Charlotte Dialysis,10504 Park Road,Charlotte,Mecklenburg,North Carolina,28210,Approved,Other,1440638.01874839,494233.03173998,-80.8701163718819,35.0935192730948,202106031931
1186,600258,"StarMed Urgent + Family Care, P.A.",StarMed Family & Urgent Care - Eastland,5344 Central Ave.,Charlotte,Mecklenburg,North Carolina,28212,Approved,Urgent care,1475987.01760405,535153.015516639,-80.754376893118,35.207709417783,202106031931
1187,600250,"StarMed Urgent + Family Care, P.A.",StarMed Family & Urgent Care - Freemore,4001 Tuckaseegee Rd,Charlotte,Mecklenburg,North Carolina,28208,Approved,Urgent care,1435158.02150631,549957.975736067,-80.891983607229,35.2463214481529,202106031931
1188,60C123,"StarMed Urgent + Family Care, P.A.",StarMed Healthcare- Meck,2700 E Independence Blvd,Charlotte,Mecklenburg,North Carolina,28205,Approved,Medical practice : family medicine,1463788.02986297,534404.027185231,-80.7951645280208,35.2050525428425,202106031931
1189,60C034,DaVita,Sugar Creek,5100 Reagan Dr Suite 10,Charlotte,Mecklenburg,North Carolina,28206,Approved,Other,1463721.00834347,560549.991625473,-80.7969731963025,35.2768777449724,202106031931
1190,60C061,Medcor,Synchrony - Medcor Clinic,10840 Ballantyne Commons Parkway,Charlotte,Mecklenburg,North Carolina,28277,Approved,Health center : occupational,1443984.00811939,480792.005472481,-80.8580913196744,35.0567661697344,202106031931
1191,60C131,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority Bank of America,4400 Golf Acres Drive,Charlotte,Mecklenburg,North Carolina,28208,Approved,Hospital,1426855.01022522,542298.984492391,-80.9192923877386,35.2248430613232,202106031931
1192,60C003,The Charlotte-Mecklenburg Hospital Authority,"The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health Mercy, a facility of Carolinas Medi",2001 Vail Ave,Charlotte,Mecklenburg,North Carolina,28207,Approved,Hospital,1456154.02019663,536451.008655563,-80.8208421454796,35.2102940443487,202106031931
1193,60C007,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health Pineville,4400 Golf Acres Dr.,Charlotte,Mecklenburg,North Carolina,28208,Approved,Hospital,1426855.01022522,542298.984492391,-80.9192923877386,35.2248430613232,202106031931
1194,60C006,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health University City,8800 North Tryon Street,Charlotte,Mecklenburg,North Carolina,28262,Approved,Hospital,1478681.03124489,570989.989774317,-80.7474711253783,35.3062923074658,202106031931
1195,60C008,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Carolinas Medical Center/Center for Mental Health,4400 Golf Acres Dr.,Charlotte,Mecklenburg,North Carolina,28208,Approved,Hospital,1426855.01022522,542298.984492391,-80.9192923877386,35.2248430613232,202106031931
1196,60C094,Truecare24,Truecare24,"307 W Tremont Ave,",Charlotte,Mecklenburg,North Carolina,28203,Submitted (Ready for Internal Review),Commercial vaccination service provider,1443165.01927181,536648.012854725,-80.8643326947729,35.2101728465405,202106031931
1197,60C019,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Ballantyne,16817 Marvin Rd,CHARLOTTE,Mecklenburg,North Carolina,28277,Approved,Medical practice : internal medicine,1449801.01256147,469585.546914309,-80.8379632593809,35.0262766608017,202106031931
1198,60C121,"Tryon Medical Partners, PLLC",Tryon Medical Partners - SouthPark floor 10,6060 Piedmont Row Dr. South,Charlotte,Mecklenburg,North Carolina,28210,Approved,Medical practice : internal medicine,1449974.0154963,513904.025534391,-80.8401294539281,35.1480393874407,202106031931
1199,60C023,"Tryon Medical Partners, PLLC",Tryon Medical Partners - SouthPark floor 6,6060 PIEDMONT ROW DRIVE SOUTH,CHARLOTTE,Mecklenburg,North Carolina,28210,Approved,Medical practice : internal medicine,1449974.0154963,513904.025534391,-80.8401294539281,35.1480393874407,202106031931
1200,60C024,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Steele Creek,13557 STEELECROFT PARKWAY,CHARLOTTE,Mecklenburg,North Carolina,28278,Approved,Medical practice : internal medicine,1404079.00229964,497770.000715896,-80.9925497333892,35.1012817901229,202106031931
1201,60C026,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Uptown,201 SOUTH COLLEGE ST,CHARLOTTE,Mecklenburg,North Carolina,28244,Approved,Medical practice : internal medicine,1449539.02063139,541888.97481373,-80.8433227001544,35.2248978272795,202106031931
1202,60C025,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Waverly,11030 GOLF LINKS DR.,CHARLOTTE,Mecklenburg,North Carolina,28277,Approved,Medical practice : internal medicine,1470012.00593205,479524.003087223,-80.7710544123321,35.0545898354727,202106031931
1203,600058,University of North Carolina Charlotte Student Health Center,UNC Charlotte Student Health Center,9201 University City Blvd,Charlotte,Mecklenburg,North Carolina,28223,Approved,Health center : student,1483431.02994697,569214.989715397,-80.7314485179531,35.3016446858647,202106031931
1204,60C106,"Lax Group, LLC DBA Carolina Pharmacy",Walker's Drug Store,4390 Colwick Rd,Charlotte,Mecklenburg,North Carolina,28211,Approved,Pharmacy : independent,1462658.03179489,524251.00582464,-80.7983310841538,35.1771036232004,202106031931
1205,60C127,WELLCOME MD,Wellcome MD,8035 Providence Road suite 315,CHARLOTTE,Mecklenburg,North Carolina,28277,Approved,Medical practice : family medicine,1468734.01767439,495632.03156665,-80.7762872070216,35.0987804618066,202106031931
1206,60C103,"Wendover Primary Care, PLLC","Wendover Primary Care, PLLC","5109 Monroe Rd, STE E",Charlotte,Mecklenburg,North Carolina,28205,Approved,Medical practice : family medicine,1469676.01546231,529370.031019643,-80.7751552447661,35.1915138790862,202106031931
1207,600101,Growing Up Pediatrics,Growing Up Pediatrics,8301 Magnolia Estates Drive Ste 17,Cornelius,Mecklenburg,North Carolina,28031,Approved,Medical practice : pediatrics,1437200.02628055,633654.993381068,-80.8904836914423,35.4763526334354,202106031931
1208,NS0179,The Kroger Co.,HARRIS TEETER PHARMACY 09700179,19815 North Cove Rd,Cornelius,Mecklenburg,North Carolina,28031,Approved,Pharmacy : chain,1436112.00253797,634114.974744558,-80.8941670301669,35.4775592371014,202106031931
1209,NS0416,The Kroger Co.,HARRIS TEETER PHARMACY 09700416,21720 Catawba Ave,Cornelius,Mecklenburg,North Carolina,28031,Approved,Pharmacy : chain,1447503.00239372,635054.975489229,-80.8559713384824,35.4807325819586,202106031931
1210,600214,Novant Health,NOVANT HEALTH FAMILY MEDICINE RESIDENCY CLINIC,19485 OLD JETTON ROAD,CORNELIUS,Mecklenburg,North Carolina,28031,Approved,Medical practice : family medicine,1436801.00903396,635005.994616061,-80.8919101709735,35.4800429963839,202106031931
1211,NS1474,Publix Super Market,Publix Pharmacy #1474,8315 Magnolia Estates Drive,Cornelius,Mecklenburg,North Carolina,38031,Approved,Pharmacy : chain,1437738.0301258,633262.982682139,-80.8886518865059,35.4753039003753,202106031931
1212,60C015,Davidson Family Medicine,Davidson Family Medicine,104 Knox Court,DAVIDSON,Mecklenburg,North Carolina,28036,Approved,Medical practice : family medicine,1449812.37868047,642111.997464389,-80.8486567987214,35.5002369423113,202106031931
1213,NS0268,The Kroger Co.,HARRIS TEETER PHARMACY 09700268,431 Peninsula Dr,Davidson,Mecklenburg,North Carolina,28036,Approved,Pharmacy : chain,1446377.03154856,642276.96957539,-80.8602074222885,35.5005138166763,202106031931
1214,60C050,Carolina BioOncology Institute,Carolina BioOncology Institute,9801 Kincey Avenue,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : other specialty,1444930.00032188,607629.975221232,-80.8628840117996,35.4052616798496,202106031931
1215,60C120,The Kroger Co.,HARRIS TEETER PHARMACY 09700209,9925 Rose Commons Dr,Huntersville,Mecklenburg,North Carolina,28078,Approved,Pharmacy : chain,1445247.00100023,609028.975047901,-80.8619084206685,35.4091212028843,202106031931
1216,NS0272,The Kroger Co.,HARRIS TEETER PHARMACY 09700272,7715 Regency Lake Dr,Huntersville,Mecklenburg,North Carolina,28078,Approved,Pharmacy : chain,1435479.01627114,621753.98339048,-80.8955000493441,35.4435698530918,202106031931
1217,NS0340,The Kroger Co.,HARRIS TEETER PHARMACY 09700340,9759 Sam Furr Rd,Huntersville,Mecklenburg,North Carolina,28078,Approved,Pharmacy : chain,1445532.01322547,621781.977100894,-80.8617547088889,35.4441694361431,202106031931
1218,60C051,Independent Nephrology Services- Huntersville,Independent Nephrology Services- Huntersville,9920 Kincey Avenue,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : other specialty,1445530.01618221,607040.993459567,-80.8608337067181,35.4036746089721,202106031931
1219,60C002,Lake Norman Community Health Clinic,Lake Norman Community Health Clinic,14230 Hunters Road,Huntersville,Mecklenburg,North Carolina,28078,Approved,Health center : community (non-Federally Qualified Health Center/non-Rural Health Clinic),1447201.03022863,612488.969440222,-80.8555687153721,35.4187266449089,202106031931
1220,60C054,Lakeside Pharmacy,Lakeside Pharmacy,9615 Sherrill Estates Rd,Huntersville,Mecklenburg,North Carolina,28078,Approved,Pharmacy : independent,1444540.01980263,619600.98605606,-80.8649472121717,35.4381269378437,202106031931
1221,60C076,The Charlotte-Mecklenburg Hospital Authority,Mecklenburg Medical Group-Northcross,16455 Statesville Road,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : internal medicine,1443966.00060947,619809.973170891,-80.8668872116299,35.4386713977845,202106031931
1222,60C047,Pain Clinic of North Carolina,PCNC - Huntersville,16511 Northcross Drive,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : internal medicine,1442240.01390398,620208.99041748,-80.8727061190007,35.4396782093163,202106031931
1223,60C052,"Progressive Medical Associates, PLLC","Progressive Medical Associates, PLLC",13220 Rosedale Hill Avenue,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : internal medicine,1445397.02136947,609635.997455895,-80.8614432260481,35.410796479188,202106031931
1224,NS1481,Publix Super Market,Publix Pharmacy #1481,9815 Rose Commons Dr.,Huntersville,Mecklenburg,North Carolina,28078,Approved,Pharmacy : chain,1444522.01196463,608810.984014064,-80.8643273789514,35.4084849781087,202106031931
1225,60C020,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Huntersville,9615 Kincey Ave,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : internal medicine,1443571.37705489,607225.344140723,-80.8674171034615,35.4040799879323,202106031931
1226,60C009,Vista Health and Wellness,Vista Health and Wellness,16600 Birkdale Commons Parkway,Huntersville,Mecklenburg,North Carolina,28078,Approved,Medical practice : family medicine,1439607.02999672,621293.969218642,-80.8816134179565,35.4425219281829,202106031931
1227,60C110,Avance Care,Avance Care Matthews,855 Sam Newell Rd STE 205,Matthews,Mecklenburg,North Carolina,28105,Approved,Other,1486118.00423181,504633.020126313,-80.7186966638967,35.1243495735464,202106031931
1228,60C032,Bio-Medical Applications of North Carolina Inc. dba Fresenius Kidney Care Charlotte Area,"Bio-Medical Applications of North Carolina, Inc. dba  Fresenius Kidney Care Matthews",910 Park Center Drive,Matthews,Mecklenburg,North Carolina,28105,Approved,Other,1485624.00456363,503057.020981729,-80.7202572007895,35.1199963245537,202106031931
1229,60C044,"Acts Retirement Life Communities, Inc",Mathews Glen,733 Plantation Estates Drive,Matthews,Mecklenburg,North Carolina,28105,Approved,Other,1481580.00477764,500920.00130564,-80.7336542406379,35.1139320029703,202106031931
1230,60C140,"Matthews Internal Medicine, PLLC","Matthews Internal Medicine, PLLC",434 N Trade Street,Matthews,Mecklenburg,North Carolina,28105,Approved,Medical practice : internal medicine,1486431.01016746,503222.004247561,-80.7175683702184,35.1204879766585,202106031931
1231,60C070,The Charlotte-Mecklenburg Hospital Authority,Mecklenburg Medical Group-Matthews,332 North Trade Street,Matthews,Mecklenburg,North Carolina,28105,Approved,Medical practice : internal medicine,1486135.02946022,502858.020067394,-80.7185369721552,35.1194739287852,202106031931
1232,60C124,Novant Health,NOVANT HEALTH SENIOR CARE - MATTHEWS,"1450 MATTHEWS TOWNSHIP PARKWAY, SUITE 400",MATTHEWS,Mecklenburg,North Carolina,28105,Approved,Medical practice : internal medicine,1487508.03294781,503324.025697067,-80.7139730069006,35.1208194065616,202106031931
1233,NS1484,Publix Super Market,Publix Pharmacy #1484,3110 Fincher Farm Rd.,Matthews,Mecklenburg,North Carolina,28105,Approved,Pharmacy : chain,1482433.01192988,489359.009007722,-80.7301285291946,35.0822113791465,202106031931
1234,60C021,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Matthews,1450 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,Mecklenburg,North Carolina,28105,Approved,Medical practice : internal medicine,1487508.03294781,503324.025697067,-80.7139730069006,35.1208194065616,202106031931
1235,NS0474,The Kroger Co.,HARRIS TEETER PHARMACY 09700474,7036 Brighton Park Dr,Mint Hill,Mecklenburg,North Carolina,28227,Approved,Pharmacy : chain,1503681.01963064,521913.02034314,-80.6609345625184,35.1726443868334,202106031931
1236,60C109,Pharmerica,Pharmerica Charlotte,4600 Lebanon Rd Unit F,Mint Hill,Mecklenburg,North Carolina,28227,Approved,Pharmacy : chain,1497000.00871447,514603.017902806,-80.6828736833912,35.1522524161457,202106031931
1237,NS1470,Publix Super Market,Publix Pharmacy #1470,6828 Matthews Mint Hill Road,Mint Hill,Mecklenburg,North Carolina,28227,Approved,Pharmacy : chain,1504202.03072771,521131.029124975,-80.6591475864722,35.1705199547675,202106031931
1238,60C035,PINEVILLE PHARMACY,PINEVILLE PHARMACY,311 S. POLK ST STE 0,PINEVILLE,Mecklenburg,North Carolina,28134,Approved,Pharmacy : independent,1436246.01244055,490747.007872149,-80.8845754311611,35.0837141541978,202106031931
1239,60C022,"Tryon Medical Partners, PLLC",Tryon Medical Partners - Pineville,10344 Park Rd,Pineville,Mecklenburg,North Carolina,28210,Approved,Medical practice : internal medicine,1441496.00259672,494943.025070637,-80.8672931943001,35.0955141657341,202106031931
1240,60C027,Bio-Medical Applications of North Carolina Inc. dba Fresenius Kidney Care Charlotte Area,Fresenius Kidney Care  - South east Mecklenburg,10501 Centrum Parkway,Pinveille,Mecklenburg,North Carolina,28134,Approved,Other,1438718.00749655,493001.011894315,-80.876456173602,35.0900350813473,202106031931
1996,600204,Pineville Pediatrics PLLC,Pineville Pediatrics,10700 Kettering Dr.,Charlotte,Mecklenburg,North Carolina,28226,Approved,Medical practice : pediatrics,1443029.00149922,492687.001695558,-80.8620275303962,35.0893954560024,202106031931
1997,600111,South Charlotte Pediatrics,South Charlotte Pediatrics,10410 Park Road #100,Charlotte,Mecklenburg,North Carolina,28210,Submitted (Ready for Internal Review),Medical practice : pediatrics,1441208.00186038,494634.002066642,-80.8682364220874,35.0946503193792,202106031931
2076,600240,ALLCARE MEDICAL CENTER PLLC,"ALLCARE MEDICAL CENTER, PLLC",7401 THE PLAZA,CHARLOTTE,Mecklenburg,North Carolina,28215,Approved,Medical practice : pediatrics,1482316.02758381,553596.999297887,-80.7342705993124,35.2586850588832,202106031931
2077,600114,Americare Health,Americare Health,1805 Milton rd,Charlotte,Mecklenburg,North Carolina,28215,Approved,Medical practice : family medicine,1476917.03214823,549524.97299315,-80.7521130552126,35.247237767051,202106031931
2078,600012,The Charlotte-Mecklenburg Hospital Authority,Atrium Health Charlotte Pediatrics,4501 Cameron Valley Parkway,Charlotte,Mecklenburg,North Carolina,28211,Approved,Medical practice : pediatrics,1454739.0099033,513872.004601061,-80.8241896491393,35.1481930489904,202106031931
2079,600005,Carmel Pediatrics PA,CARMEL PEDIATRICS PA,7825 BALLANTYNE COMMONS PARKWAY SUITE 100,CHARLOTTE,Mecklenburg,North Carolina,28227,Approved,Medical practice : pediatrics,1457818.02736731,480856.014530808,-80.8118751681275,35.0576446243384,202106031931
2080,60C147,Logistics Health Incorporated,FedEx Charlotte,6604 CSX Way,Charlotte,Mecklenburg,North Carolina,28214,Approved,Commercial vaccination service provider,1426614.00217706,560158.995688304,-80.9212566171469,35.2738942926479,202106031931
2081,600100,HICKORY GROVE PEDIATRICS,HICKORY GROVE PEDIATRICS,2225 E WT HARRIS BLVD STE B,CHARLOTTE,Mecklenburg,North Carolina,28213,Assigned,Medical practice : pediatrics,1485709.00078473,562424.983282313,-80.7234196218503,35.2830999351386,202106031931
2082,600211,Kidzcare Pediatrics,Kidzcare Pediatrics at Charlotte,5244 B North Sharon Amity Road,Charlotte,Mecklenburg,North Carolina,28215,Approved,Medical practice : pediatrics,1479676.00432055,542626.986132979,-80.7424680124593,35.2284207751008,202106031931
2083,600185,Kidzcare Pediatrics,Kidzcare Pediatrics at North Charlotte,416 McCullough Dr suite 140,Charlotte,Mecklenburg,North Carolina,28262,Approved,Medical practice : pediatrics,1476079.02037281,569984.997689813,-80.7561317118416,35.3034052312681,202106031931
2084,60C142,"Marathon Health, LLC",Marathon Health @ Albemarle Rd.,"9020 Albemarle Rd., Suite E,",Charlotte,Mecklenburg,North Carolina,28227,Assigned,Other,1495153.01076806,535840.024641305,-80.6902616230396,35.2105104423201,202106031931
2085,600159,Mid Carolina Pediatric,Mid Carolina Pediatric,2607 W Arrowood Rd,charlotte,Mecklenburg,North Carolina,28273,Approved,Medical practice : pediatrics,1423062.00468789,514067.011428893,-80.9301528833099,35.1470829892579,202106031931
2086,600188,Novant Health,NOVANT HELATH STEELECROFT PRIMARY CARE,13425 HOOVER CREEK BLVD,CHARLOTTE,Mecklenburg,North Carolina,28273,Approved,Medical practice : family medicine,1404883.34517914,497548.9460399,-80.9898462015145,35.1007188447709,202106031931
2087,600157,Thuanhanh T Nguyen MD PA,THUANHANH NGUYEN MD PA,1433 EMERYWOOD DR STE D,CHARLOTTE,Mecklenburg,North Carolina,28210,Approved,Medical practice : other specialty,1439905.0080753,517060.017910063,-80.8740070067096,35.1561920530227,202106031931
2088,60C146,Carolina Express Clinic,Carolina Express Clinic,5110 Park Rd,charlottte,Mecklenburg,North Carolina,28209,Approved,Urgent care,1447328.00044714,518725.007362232,-80.8492801628085,35.1611486072324,202106031931
2089,60C145,Novant Health,NOVANT HEALTH MEDICAL GROUP - HUNTERSVILLE,17220  NORTHCROSS DRIVE,HUNTERSVILLE,Mecklenburg,North Carolina,28078,Approved,Medical practice : family medicine,1442694.00380963,623672.979552478,-80.8714014149569,35.4492175385203,202106031931
2090,600034,Novant Health,NOVANT HEALTH TOWNSHIP PEDIATRICS,201 EAST MATTHEWS STREET,MATTHEWS,Mecklenburg,North Carolina,28105,Approved,Medical practice : pediatrics,1486064.01385422,502312.027392983,-80.7187428131965,35.11797054538,202106031931
2195,"","LongView International Technology Solutions, dba LTS",B.R.I.D.G.E. - Pleasant Grove AME Zion,9900 Christenbury Rd (Rte. 1447),Charlette,Mecklenburg,North Carolina,28202,New (Vaccine Coordinator In Progress),Commercial vaccination service provider,1480600.09892905,598970.370493233,-80.7426860231946,35.3832523428217,202106031931
2196,"","LongView International Technology Solutions, dba LTS",B.R.I.D.G.E. - Steele Creek AME Zion,1500 Shopton Rd,Charlette,Mecklenburg,North Carolina,28217,New (Vaccine Coordinator In Progress),Commercial vaccination service provider,1427287.03068663,520154.030750901,-80.9164146155968,35.1640300440202,202106031931
2197,"","LongView International Technology Solutions, dba LTS",B.R.I.D.G.E. - Weeping Willow AME Zion Church,2220 Milton Rd,Charlette,Mecklenburg,North Carolina,28215,New (Vaccine Coordinator In Progress),Commercial vaccination service provider,1477366.01254947,547351.970777482,-80.7504811321033,35.2412897843117,202106031931
2198,"","ARJ, LLC",ARJ,7218 Cherry Tripp Dr,Charlotte,Mecklenburg,North Carolina,28212,New (Vaccine Coordinator In Progress),Health center : community (non-Federally Qualified Health Center/non-Rural Health Clinic),1479484.00962581,518518.017290637,-80.7416944597865,35.1621779324766,202106031931
2199,"",HomeCare for the Carolinas Clinic,HomeCare for the Carolinas Clinic,9414 Albemarle Rd.,Charlotte,Mecklenburg,North Carolina,28227,New (Vaccine Coordinator In Progress),Medical practice : other specialty,1496941.00916055,535884.028818399,-80.6842789345985,35.2107148323935,202106031931
2200,"",Concentra Urgent Care,Northlake,9200 Harris Corners Parkway,Charlotte,Mecklenburg,North Carolina,28269,New (Vaccine Coordinator In Progress),Urgent care,1450060.02680722,586399.975030392,-80.8443473711802,35.3472035873667,202106031931
2201,"","Physical Therapy Center, LLC",Physical Therapy Center LLC,"2400 South Blvd, Suite 203",Charlotte,Mecklenburg,North Carolina,28203,New (Vaccine Coordinator In Progress),Medical practice : other specialty,1443198.02215855,534554.014746144,-80.864090589446,35.2044219325034,202106031931
2202,"",Tele Phys Inc,Sameday Health,2433 S. Blvd,Charlotte,Mecklenburg,North Carolina,28203,New (Vaccine Coordinator In Progress),Commercial vaccination service provider,1443208.00835906,534093.018292814,-80.8640281884404,35.2031560007904,202106031931
2203,"",TIAA Living Well Health and Wellness Center,TIAA Betsill  Living Well Health and Wellness Center,13520 Ballantyne Corporate Place,Charlotte,Mecklenburg,North Carolina,28277,New (Vaccine Coordinator In Progress),Medical practice : internal medicine,1446349.0050298,482770.001188397,-80.8503130112654,35.0623215916525,202106031931
2204,"","Elite Home Health Care, Inc",Wynn Chiropractors,715 E. 5th Street,Charlotte,Mecklenburg,North Carolina,28202,New (Vaccine Coordinator In Progress),"",1451949.03155939,540998.99431023,-80.8351990758147,35.2225755565876,202106031931
2271,,Walgreens,Walgreens,10020 PINEVILLE MATTHEWS RD,PINEVILLE,Mecklenburg,North Carolina,28134,,Pharmacy : chain,1432024.03138322,488370.027717978,-80.8985337311705,35.0769630189821,202106031931
